image,object,class,original_rel_area,roi_rel_area,gain,original_bucket,roi_bucket,detected_full_frame,detected_guided_roi
batch_5_000019.JPG,0,straw,0.00869361,0.06276683,7.2,tiny,medium,False,False
batch_5_000031.JPG,0,straw,0.00419919,0.03781163,9.0,tiny,small,False,False
batch_5_000031.JPG,1,cigarette,0.00032539,0.0518168,159.2,tiny,medium,False,False
batch_5_000031.JPG,2,cigarette,0.00041301,0.06577036,159.2,tiny,medium,False,False
batch_5_000031.JPG,3,cigarette,0.00018422,0.02933668,159.2,tiny,small,False,False
batch_5_000031.JPG,4,cigarette,0.00012014,0.01913244,159.2,tiny,small,False,False
batch_5_000046.JPG,0,can,0.0150844,0.1390562,9.2,small,medium,False,True
batch_5_000082.JPG,0,bag_wrapper,0.01241934,0.14318312,11.5,small,medium,False,False
batch_5_000101.JPG,0,bottle,0.02452176,0.08061596,3.3,small,medium,False,False
batch_5_000103.JPG,0,can,0.00542796,0.12375274,22.8,tiny,medium,True,True
batch_5_000103.JPG,1,bag_wrapper,0.00068832,0.08799814,127.8,tiny,medium,False,False
batch_5_000105.JPG,0,straw,0.00056492,0.0486824,86.2,tiny,small,False,False
batch_5_000108.JPG,0,cup,0.00421261,0.11147506,26.5,tiny,medium,False,False
batch_5_000108.JPG,1,cigarette,0.00020725,0.03300286,159.2,tiny,small,False,False
batch_5_000112.JPG,0,bag_wrapper,0.03398175,0.13803894,4.1,small,medium,False,False
batch_5_000116.JPG,0,carton,0.01727603,0.09087236,5.3,small,medium,False,False
batch_5_000116.JPG,1,bag_wrapper,0.00119745,0.14099592,117.7,tiny,medium,False,False
batch_5_000120.JPG,0,bottle,0.02663038,0.07319646,2.7,small,medium,True,True
batch_5_000120.JPG,1,bottle,0.00319892,0.09014185,28.2,tiny,medium,False,False
batch_5_000120.JPG,2,cup,0.0140943,0.1201861,8.5,small,medium,False,False
batch_6_000007.JPG,0,bag_wrapper,0.17785394,0.23713859,1.3,medium,large,False,False
batch_6_000013.JPG,0,can,0.00793517,0.14778667,18.6,tiny,medium,True,True
batch_6_000013.JPG,1,bag_wrapper,0.01531413,0.12472257,8.1,small,medium,False,False
batch_6_000013.JPG,2,bag_wrapper,0.03113472,0.13896143,4.5,small,medium,False,True
batch_6_000014.JPG,0,bottle,0.0088975,0.1442632,16.2,tiny,medium,False,False
batch_6_000014.JPG,1,cigarette,7.709e-05,0.01227627,159.2,tiny,small,False,False
batch_6_000014.JPG,2,cigarette,0.00017621,0.02806063,159.2,tiny,small,False,False
batch_6_000014.JPG,3,cigarette,0.00034542,0.05500628,159.2,tiny,medium,False,False
batch_6_000014.JPG,4,cigarette,0.00021627,0.03443933,159.2,tiny,small,False,False
batch_6_000014.JPG,5,cigarette,0.00027333,0.04352612,159.2,tiny,small,False,False
batch_6_000014.JPG,6,cigarette,0.00044604,0.07103004,159.2,tiny,medium,False,False
batch_6_000038.JPG,0,bottle,0.00339695,0.08759772,25.8,tiny,medium,False,False
batch_6_000038.JPG,1,bottle,0.00067391,0.06935738,102.9,tiny,medium,False,False
batch_6_000038.JPG,2,bag_wrapper,0.0022231,0.09344864,42.0,tiny,medium,False,False
batch_6_000043.JPG,0,bag_wrapper,0.03097708,0.12240603,4.0,small,medium,True,False
batch_6_000043.JPG,1,bag_wrapper,0.00988103,0.15661995,15.9,tiny,medium,True,True
batch_6_000056.JPG,0,carton,0.0760847,0.14249793,1.9,medium,medium,True,True
batch_6_000056.JPG,1,carton,0.06554343,0.14545451,2.2,medium,medium,True,True
batch_6_000056.JPG,2,bottle,0.05062332,0.10944087,2.2,medium,medium,False,False
batch_6_000056.JPG,3,bottle,0.01658873,0.13857884,8.4,small,medium,False,False
batch_6_000073.JPG,0,bottle,0.0255437,0.05342863,2.1,small,medium,False,True
batch_6_000073.JPG,1,bottle_cap,0.00043101,0.06863611,159.2,tiny,medium,True,False
batch_6_000077.JPG,0,bottle,0.00243266,0.13057509,53.7,tiny,medium,False,False
batch_6_000085.JPG,0,bottle,0.03628282,0.15502721,4.3,small,medium,True,True
batch_6_000095.JPG,0,bag_wrapper,0.03702097,0.12534378,3.4,small,medium,True,False
batch_6_000097.JPG,0,bottle,0.00976849,0.07247906,7.4,tiny,medium,False,True
batch_6_000097.JPG,1,bottle,0.01144289,0.07099242,6.2,small,medium,False,False
batch_6_000097.JPG,2,bottle_cap,0.00035119,0.07108841,202.4,tiny,medium,False,False
batch_6_000097.JPG,3,bottle_cap,0.00024191,0.04896825,202.4,tiny,small,False,False
batch_6_000097.JPG,4,bag_wrapper,0.00484851,0.13148075,27.1,tiny,medium,False,False
batch_6_000097.JPG,5,bag_wrapper,0.00106029,0.11807815,111.4,tiny,medium,False,False
batch_7_000003.JPG,0,bottle_cap,0.000944,0.09833333,104.2,tiny,medium,False,False
batch_7_000010.JPG,0,bottle,0.00181459,0.06596966,36.4,tiny,medium,False,True
batch_7_000010.JPG,1,bottle_cap,0.00012924,0.06181975,478.3,tiny,medium,False,False
batch_7_000010.JPG,2,bottle_cap,0.00010925,0.05225606,478.3,tiny,medium,False,False
batch_7_000011.JPG,0,can,0.00222015,0.08998641,40.5,tiny,medium,False,False
batch_7_000035.JPG,0,bag_wrapper,0.00414905,0.106093,25.6,tiny,medium,False,False
batch_7_000035.JPG,1,bag_wrapper,0.0507319,0.14059417,2.8,medium,medium,True,False
batch_7_000035.JPG,2,cup,0.00067282,0.10714249,159.2,tiny,medium,False,False
batch_7_000035.JPG,3,cigarette,6.007e-05,0.00956648,159.2,tiny,tiny,False,False
batch_7_000065.JPG,0,bag_wrapper,0.00602155,0.08727248,14.5,tiny,medium,False,True
batch_7_000065.JPG,1,bottle,0.00105128,0.10676153,101.6,tiny,medium,False,True
batch_7_000065.JPG,2,bottle_cap,6.608e-05,0.01052274,159.2,tiny,small,False,False
batch_7_000071.JPG,0,bag_wrapper,0.00244299,0.05237365,21.4,tiny,medium,False,False
batch_7_000073.JPG,0,carton,0.00571589,0.10484746,18.3,tiny,medium,False,False
batch_7_000073.JPG,1,bottle_cap,0.00022577,0.03595295,159.2,tiny,small,False,True
batch_7_000073.JPG,2,cigarette,0.00013766,0.02192237,159.2,tiny,small,False,False
batch_7_000073.JPG,3,cigarette,0.00010012,0.01594283,159.2,tiny,small,False,False
batch_7_000073.JPG,4,cigarette,7.159e-05,0.01139963,159.2,tiny,small,False,False
batch_7_000078.JPG,0,bag_wrapper,0.08298105,0.1106414,1.3,medium,medium,False,False
batch_7_000078.JPG,1,bag_wrapper,0.05530755,0.12954248,2.3,medium,medium,False,False
batch_7_000078.JPG,2,bag_wrapper,0.3084711,0.4112948,1.3,large,large,False,False
batch_7_000078.JPG,3,bag_wrapper,0.04514457,0.14870002,3.3,small,medium,False,False
batch_7_000078.JPG,4,bag_wrapper,0.09972513,0.13296684,1.3,medium,medium,False,False
batch_7_000078.JPG,5,bag_wrapper,0.00143051,0.11338786,79.3,tiny,medium,False,False
batch_7_000078.JPG,6,bag_wrapper,0.00622053,0.1532504,24.6,tiny,medium,False,False
batch_7_000078.JPG,7,bag_wrapper,0.02365666,0.10856659,4.6,small,medium,False,True
batch_7_000078.JPG,8,carton,0.13248823,0.17665097,1.3,medium,medium,True,False
batch_7_000078.JPG,9,carton,0.00764217,0.13501866,17.7,tiny,medium,True,False
batch_7_000078.JPG,10,carton,0.00488533,0.1400193,28.7,tiny,medium,False,False
batch_7_000078.JPG,11,carton,0.00262868,0.10606692,40.3,tiny,medium,False,False
batch_7_000078.JPG,12,carton,0.00494652,0.10887985,22.0,tiny,medium,False,False
batch_7_000078.JPG,13,carton,0.00761194,0.09100844,12.0,tiny,medium,False,False
batch_7_000078.JPG,14,carton,0.0016829,0.15142155,90.0,tiny,medium,False,False
batch_7_000078.JPG,15,straw,0.00039999,0.05787276,144.7,tiny,medium,False,False
batch_7_000078.JPG,16,straw,0.00017422,0.02774318,159.2,tiny,small,False,False
batch_7_000078.JPG,17,bottle,0.00802102,0.05244134,6.5,tiny,medium,True,True
batch_7_000078.JPG,18,bottle_cap,0.000423,0.06736058,159.2,tiny,medium,True,False
batch_7_000087.JPG,0,bottle_cap,0.00024832,0.03954301,159.2,tiny,small,False,False
batch_7_000087.JPG,1,bottle_cap,0.00031176,0.04964619,159.2,tiny,small,False,False
batch_7_000087.JPG,2,cup,0.00416557,0.11849063,28.4,tiny,medium,False,False
batch_7_000087.JPG,3,cup,0.00602161,0.13037135,21.7,tiny,medium,False,False
batch_7_000087.JPG,4,cup,0.00478984,0.14153906,29.5,tiny,medium,False,False
batch_7_000087.JPG,5,bottle,0.00654837,0.08134782,12.4,tiny,medium,False,False
batch_7_000087.JPG,6,bag_wrapper,0.01142809,0.12491167,10.9,small,medium,False,False
batch_7_000087.JPG,7,straw,0.00183183,0.15429286,84.2,tiny,medium,False,False
batch_7_000087.JPG,8,cigarette,0.00021277,0.03388183,159.2,tiny,small,False,False
batch_7_000093.JPG,0,cup,0.01436119,0.1305598,9.1,small,medium,True,False
batch_7_000097.JPG,0,bag_wrapper,0.01050733,0.1472855,14.0,small,medium,True,True
batch_7_000109.JPG,0,bottle,0.00687304,0.07645944,11.1,tiny,medium,True,False
batch_7_000109.JPG,1,bottle_cap,0.0004787,0.07623064,159.2,tiny,medium,False,False
batch_7_000125.JPG,0,bottle,0.01582168,0.0842446,5.3,small,medium,False,False
