split,file,source_split,base_identity,sha256,width,height,boxes
train,metal786_jpg.rf.26ab7908c1e6136827453e0846cbacab.jpg,train,metal786,1018b99f5fe6f6772197824b8886a97098c5ae87f60055c060d6bdb11a2974f4,416,416,2
train,metal787_jpg.rf.fb124211a98ba60241d953b4869ec59c.jpg,train,metal787,fb7f6e60783038b089d6826a438cc39d34726b6a5e392c1ae640ae4ae6dbb1b3,416,416,1
train,metal788_jpg.rf.345f4b02e13833a135031d2ec566f939.jpg,train,metal788,c11bacac3d5ad07aba7d0dfbfc7dd76669b0276a453fa5dbe694ae83c588a363,416,416,1
test,metal78_jpg.rf.e2910f6204717887cc43fd9fafc18cc2.jpg,train,metal78,756a56f7ea6499cad17a70136ded64c30e5d7487741f7fce2ba587ae9f69ade5,416,416,4
train,metal790_jpg.rf.2466ca03792bbb360c652ab899161fb5.jpg,train,metal790,898b6261cbaa4ccdeb4a270af92e12c25d4694067ca20d5499d1f517bd25238e,416,416,6
train,metal792_jpeg.rf.44f05138805c3329284c1d7806999b2f.jpg,train,metal792,f69eda9418fe5ad62087c402ed80de052d91ffb57d92b0a9645bfd21e8ccd591,416,416,10
train,metal793_jpg.rf.4dcc1cfee0e896d246902d9f176e8b77.jpg,train,metal793,d31cc382696852abfb908a529e22d158e1c2da2d67d5cf2623b43d6da667b7b0,416,416,5
val,metal794_jpg.rf.5c5fac3aeee3c9bdd8fca58e45f843d3.jpg,train,metal794,50686ca69d781ce5fafe8308b8e2a0cd1bc4b7a247909302c7c9cefea30580f4,416,416,1
train,metal795_jpg.rf.ebeb25b9babf7f48470b2444150f08f9.jpg,train,metal795,d9e84afb6bced4d1d8f2172757abe834bee527c364547484bf96e678f2331f07,416,416,1
val,metal796_jpg.rf.34f63e1a632d52feefbc4f0ee2e371b1.jpg,train,metal796,00eb520d9a49fc6a9582f38e1ee3368e2e7d5644390c45acd2af951646f8eb81,416,416,21
train,metal798_jpg.rf.a4d01c15902be8d8c6e13ea01518ac82.jpg,train,metal798,a934f3c9b2966fc8bade5955eb93b14670a2d132737cef93995fe0581bd7a0e8,416,416,2
train,metal799_jpg.rf.52e8deb31c9a50edd039989f5e6d4fe4.jpg,train,metal799,092a3bb1e1805b700b96c80d430f3f4194dbac0292e4f68d23fd644acdba071f,416,416,2
train,metal79_jpg.rf.be74b664e5cc7b3df0f9979a5ec30d6b.jpg,train,metal79,421161de81063b862faf610bff49e1da7a117886ed87bec9566e200e550d3268,416,416,4
train,metal802_jpg.rf.8089c1bf0214f10043526704848b4da4.jpg,train,metal802,9dd23fe7b763a45205ef76fdbc64e5b529a379967ea7d55336a06d860a9834ac,416,416,1
train,metal803_jpeg.rf.72c341148f6d9788b7427268e90259d3.jpg,train,metal803,78994a09318fc175c8f3a0b94d4db5f9c72be01fcb6294c0a8d8f7eaa72f9404,416,416,89
val,metal804_jpg.rf.aed1d7deab890f84808d5b60e0457794.jpg,train,metal804,eda20d369e0e7c339d26fe2cdf8a06a69db76a3e82debfe02a89eab17bcf85f3,416,416,6
train,metal805_jpg.rf.e3a6e246648732de56203223c298ee0b.jpg,train,metal805,b8a6252350c27211dadfe4f67d0de81a6527a7498fdf2b648970abcfb0a23dd5,416,416,1
test,metal807_jpg.rf.395d1747f1d3c5e4d3d13116ea4b82b7.jpg,train,metal807,ba11fda57d4c748a8800595f64ad47605d27a3032182d4b4a46441cbddc7f6d6,416,416,1
train,metal808_jpg.rf.67fb4d58fb826ab8f5f37ed42cd59661.jpg,train,metal808,6584a2794683645ffab0b81f32168d579008d5760c2d903db813c89b99bdf2cc,416,416,7
train,metal809_jpg.rf.795c82012c63eb4d68670c54a2711ed8.jpg,train,metal809,379dfc90e089567f941c92000e39d264556a8c60c6673df79b4c90e5643df94e,416,416,2
train,metal80_jpg.rf.d5984db342d865f41aea7be301f9f531.jpg,train,metal80,ddcb74d86fdf2fe8e362c0d1e27ce5219eb03c397b910baf3ea1df437ff437fc,416,416,1
train,metal811_jpg.rf.1e0bb7095eb69cd323bab77ebf13784a.jpg,train,metal811,0dcb1a82e281e32592ea0a5f433124c88670e28e521bc2aa9b32634cb391807a,416,416,7
train,metal813_jpg.rf.5b470d7745e1bf63b2aa0892b92baab4.jpg,train,metal813,e72c01a58df3fc580156217a38fe944f167f799459f104f663c5fe9c033a8eb9,416,416,1
train,metal814_jpeg.rf.6b432cb25d68af2b4ff08da07af8dfd9.jpg,train,metal814,8df0855a06a883d7d91a1c0ba771566e6f2e3b9a29e8e9823575d2968967b343,416,416,1
val,metal815_jpeg.rf.215f0906f8ff4e856911b18fb8672aaf.jpg,train,metal815,d11e3f0a28f3ac3dd127d44256612a48e8a4a8101086cd7216bf4391c457463c,416,416,10
train,metal816_jpg.rf.7fc0dca895d57e775d9364fc6636f19e.jpg,train,metal816,5bf1aeef22dc201ca2a7ac0ebf3107176c344147f6038cd2696f6ae8e9ad1ebd,416,416,1
train,metal819_jpg.rf.8a968503c4083c032330929587a71991.jpg,train,metal819,49485cf0d8bfb0cf465221f9ce4e1c2d2cf6e1cd0fe287ab9a4c17d0b9bc0afc,416,416,7
train,metal822_jpg.rf.5e8ce44e0a19ce14aa7c8820a7396963.jpg,train,metal822,edaa17f6bdb3b9fe1d0f9565801ed6844599428d024a2a4c97e8cad8843b73c4,416,416,2
train,metal823_jpg.rf.c8a5cd10e201437d400f7651d4268c61.jpg,train,metal823,7ad2bce20aea955b052269ec2f23b58c1eb7c033f36fa6fc9775dc8d958265ae,416,416,4
train,metal824_jpg.rf.d9a149f2634c2322a4dbc9a2d8df45ce.jpg,train,metal824,d590ed9c8290c14e9849cc98f0f0e18f4f2601f05c537a7b89fd661724e4a328,416,416,2
train,metal825_jpg.rf.817b47e687b60d2487f41b380a8a7b8b.jpg,train,metal825,4bccff572374f238aba7478c32bbf863b74294957debeff03c249af5874ff02e,416,416,5
train,metal827_jpg.rf.19c022f21181ead8c589c824183a3c64.jpg,train,metal827,4b92a79a40a3167c68ff746ed3fa31bad3f85e5d7309d082999331366d7196bd,416,416,4
train,metal828_jpg.rf.f6902a84f90bc37b8b92acc4ce805968.jpg,train,metal828,a8c165fb09aae6f3a48b5001fc3f2ed8467ffcb1720892ee01aa6939f46381b3,416,416,2
train,metal829_jpg.rf.71af2b59dda694018956d8e2cef8b5de.jpg,train,metal829,187eb8ecb9eb051a0f04490be759d1a21ce5529f0686d006aa1fa2cfb23eacce,416,416,1
train,metal831_jpg.rf.c8f869ea86bb5c5d273a9749a4e124ab.jpg,train,metal831,eaf985e3a6a6eae162e670f466c12ccce2fb44f4abcb1cb0e22c7ffdfb70f852,416,416,8
train,metal832_jpg.rf.7da590813da2859fd545f2e5eb3261ed.jpg,train,metal832,015b97445cff14aac31f41facc6b997bf9026a6cb593b684a0daee1d83688bff,416,416,1
train,metal833_jpg.rf.ccfd125889b2445ebe389e54b0e969e9.jpg,train,metal833,87492d195bcb604f29301adfec50668ce288cf37f152cd19217f44c395966d42,416,416,3
train,metal834_jpg.rf.6aaf1971af2cff81013a8e5101a14b20.jpg,train,metal834,c86001cb60087fe07990d7916911dfbde892f4b743c7b09f333d6d54aabab1f7,416,416,2
val,metal835_jpg.rf.0ab12ae0c173ca4a526a8d4aea90f9fe.jpg,train,metal835,12c851402638a7b2132c010ad74d14be556246ffbfb50a3fb03f60646c03faf7,416,416,8
train,metal836_jpg.rf.6b64573eae81d41c55312c5c5ad443d8.jpg,train,metal836,e3284b9a64028300c59eb9289a42cab7dce90d900d83ba19aac841cd59fb4e0c,416,416,1
train,metal837_jpeg.rf.5b992dd7cb12eb83a2bb949679d05524.jpg,train,metal837,ee9b9c984d57a43adee991c614ebe940fa3dd2b080ad314d66fd189f4136b5d4,416,416,4
train,metal838_jpg.rf.21a5f8cf74f59d047d604f398d39fca6.jpg,train,metal838,96c2e73d79eb9b853be125246793e92d3dc2046bd5d89f8f19daf206844a7d30,416,416,15
train,metal839_jpg.rf.bc4627d04662f84c985bf73a846a36de.jpg,train,metal839,5e572220b6e31229f30883a5237d52259993c7beb08bff14913995f631a3acd8,416,416,2
train,metal83_jpg.rf.7f8a84ac6154ddc761e8b2cfb6c25271.jpg,train,metal83,7a46adb18f37a1d50f40777115b9b915d37dbe5bcf7c2c134c1ed3b79053acba,416,416,1
test,metal840_jpg.rf.a039c75acd01162571dd320997438cdd.jpg,train,metal840,745d768cfe0156880dae8de49cefa219a5e6e326a45ddbea1be0fa43354d8b65,416,416,18
train,metal841_jpg.rf.ee65ec01de0d93a96d15c756e46763e0.jpg,train,metal841,68417653e8ac69b7e752fa4c0e864582def00071d00bbb687f2c15d0a10d131c,416,416,1
train,metal842_jpg.rf.30eca0a7d4810ff6c921c1282e409e35.jpg,train,metal842,f6705554b8c2fbc61f9f4c5b7ba2a9f9c54e741efa82f6897591c4c3f86ca7dc,416,416,20
train,metal844_jpg.rf.d3cc82f665054e06818c3ce90587748d.jpg,train,metal844,8fcebd4aa9180783b5e5b5e72b7b7b7d06af48a90175153a7713f6b04221fd3f,416,416,1
train,metal845_jpg.rf.b1ffcf39b507dfc7f085e417e79d61bb.jpg,train,metal845,8580b3184c5938cf07ac3da446f1c894c0a599eb9537805ee6f672d9bd1ed779,416,416,2
train,metal846_jpg.rf.a04f221194905e535a6bfbba6b87622a.jpg,train,metal846,33ebe572e5f7bf2224d3c3615c6c8b8abff295e4ef54ba7919faa47f6759113e,416,416,2
train,metal847_jpg.rf.63ca9ba4247e5b65e4dd96cd98d3fc5a.jpg,train,metal847,bc1bb3521ac477d013cabe1e5422f66ece5dc7735f721e476ce862372752ffeb,416,416,3
train,metal848_jpeg.rf.924de0ba9f5a40aaff3f5bead84a708f.jpg,train,metal848,514643d5382b28166283a2c19b0c67df494cba0dbdd96e2d32f2b519fa046e3f,416,416,36
val,metal850_jpg.rf.ece0cf18943224e292febea505ecdcc1.jpg,train,metal850,1edb70e7391631c5195201e1a0b17204d58e9d8d8da46a47b12037837c240b49,416,416,3
val,metal851_jpg.rf.12605f5f2137909dc9fa7aa58ff9fb4a.jpg,train,metal851,6ead32c0ea4ceac6c2b25763983f8afeb604f77f8f79766cec66bce981170737,416,416,6
train,metal853_jpg.rf.3deef0ca2d5b2f81ec5d1b4f42a5a3d9.jpg,train,metal853,38f78652d0ef54ae40bf8f0c845324db7d65a14fe22aab46430db2a7ffe6dec1,416,416,2
train,metal856_jpg.rf.8e64dfcbcbf91f2a658548730aa88fd1.jpg,train,metal856,ffc2c7b234e6495dec986f948bfa1f395aa5da5d9204f4425ed17c8582e00ce6,416,416,1
train,metal857_jpg.rf.8b4aa5e497b4301ddb3d35d9eb51c5cc.jpg,train,metal857,456276124f3f716e37e48c3e22b89412e6200ad54ca009bd57b104896a5a22d0,416,416,1
train,metal858_jpg.rf.14746c91b94b3e68f017fe01828eea6e.jpg,train,metal858,dad4397666a20d1f9b52bba0668a4185ee27747246e10a52235f4bac285079ef,416,416,3
train,metal85_jpg.rf.1cef74060db96b6b5fc7af0630dde4ed.jpg,train,metal85,be3ab6652002c126c74b6a312e847ab39dd02eb81657af7b43cc74989f6b8c5c,416,416,1
train,metal860_jpg.rf.4aa5d4d46342703b46091f41778bcffb.jpg,train,metal860,866fec7b23011ce9cf94153f454ea854e6135db91a4397bd05e24e018fbd95dc,416,416,3
train,metal861_jpg.rf.30a111b6e1bd9895b8152787f3731dea.jpg,train,metal861,589c625ece2e58140037369a83560048479e108bcba66778369b27e5066e0e5b,416,416,2
train,metal862_jpg.rf.e92a0562a83ec08afa181d96b348f1b9.jpg,train,metal862,d1ddebb408b8f70c6b827921dfa241eb78f801ad6fd10a6c4956bd1bca281c1e,416,416,1
train,metal864_jpg.rf.6642644770fc7293a7aee8e66e855b94.jpg,train,metal864,21c1e8a3ab9a46f148c777aeb111bc91e5e95683bd0facf747c6b80795fd41d5,416,416,3
train,metal865_jpg.rf.3aa28a1e14a1798d2895cb02e3301ae1.jpg,train,metal865,755e6361de08c1d7ff9b6ad7521b057bceedef40bb8d6ad4892e37e087da1cfc,416,416,14
train,metal866_jpg.rf.f7c6863ae05575f16243df1a9d4abfa4.jpg,train,metal866,75db0297356c56c8baf8e80c9a359d0de98f18736e961782d4753c5a76e34a40,416,416,22
train,metal868_jpg.rf.9fd65d9652a7e38c41b7aa6c970a5c55.jpg,train,metal868,12d4e26ffb002d5f4397e3373746132fcb60a79c598f7a0c366feb65d5ae2a67,416,416,1
test,metal869_jpg.rf.bc6071d9b9112faf4ed417b7e2fcfe3f.jpg,train,metal869,e873318c38ba6ba9e678a20b768d995e1398cc99c0dc98841af1a546a25d1786,416,416,1
train,metal870_jpeg.rf.d8087648a6585a65eb296203b77706ba.jpg,train,metal870,49911b0a71ec090b62d49055bf630eea6f2d1df5b115575e13ba90a8a0324330,416,416,8
train,metal871_jpg.rf.e2246406f450ff6cd478d5cef1a4a6a1.jpg,train,metal871,d1e12b318dbb40f5c06aaa05cd4586079fc8b6d4fb525f6d53f0636c3e8942ea,416,416,16
train,metal873_jpg.rf.d8f7e7652a804c392d46ff522394798d.jpg,train,metal873,2e1a7cdfa2379ecc20a6348f22c0b355aade43cdd160198696233848ea1f91d4,416,416,33
test,metal874_jpg.rf.b138cd5ab0da38f765cf8d2fb9c6d4c6.jpg,train,metal874,55f01f1fa19e87b98f5cc98c94db2ae3f56b8ad9ce687da945dffe65904eee46,416,416,15
train,metal876_jpg.rf.c1c787dcb3e8668a742433d2d0f08720.jpg,train,metal876,138421ec153df7c76f06a08064d175957a7e0644a05ca1e3d8f95bdaafaf3b3e,416,416,2
train,metal877_jpg.rf.b27c5e505a982698c6fde8934d513fc9.jpg,train,metal877,459a1002ac17403272e3749b5a77ca7fc293a837774235c3af2dc0af9d4d37a6,416,416,15
train,metal879_jpg.rf.52f5b7b1724e60b3ce33fd8f96bf19f9.jpg,train,metal879,d865deef4bf3b20de7b0cf10fe801bc273a134dd70606cffce02bb774c4a4918,416,416,8
train,metal87_jpg.rf.fb67a9cfd156d71910753c95ee20ea0e.jpg,train,metal87,9f70ccc5374555a1f1d4d8fa56a994434a2f9ee919853418a481bf8e263af024,416,416,15
train,metal881_jpeg.rf.df9a4a32e018fa43609a8cdb781b4a46.jpg,train,metal881,be5e7bc34a00b35647104616c8697eb91853efee61a9a60edb2c2e5085b731b1,416,416,28
train,metal882_jpg.rf.3b31e6f43bda42852c30210dd18a50c8.jpg,train,metal882,95044242bf30b0b3b791c35df08b8dd5c50182dd7e022a35dc6bc56189f06537,416,416,1
train,metal883_jpg.rf.bed73a899f7a9e66758c2645440b0cae.jpg,train,metal883,e0bf4f7da85e3818c97cde1cddce44aafe1dd50c58de4263ffbdc062cee594c5,416,416,1
train,metal884_jpg.rf.2d1b9ccb10847b179027c0d304726313.jpg,train,metal884,d90403af6d1df1e3db96d79485b25f864fc6aca7037abe7d9feeae423d17270c,416,416,12
train,metal885_jpg.rf.1143fc066382b5537a3bae01ca1bd4ac.jpg,train,metal885,daebbf6853af1a537cb157b8846f589829a04bf58bf71af7278ace8d5fa99261,416,416,5
train,metal886_jpg.rf.328a7bc3bd2ca6de7024cf43b0666c96.jpg,train,metal886,c3ec0b015f818305c31613f82b115f67feca5b7344632533adbffc70686466ca,416,416,3
val,metal888_jpg.rf.664bea955cc26f1a8803809e86cfed77.jpg,train,metal888,dd3fcdbad093f4b001d8410acf9182b638754dc8d994fba3de9c9c8ab4ca9a70,416,416,1
train,metal889_jpg.rf.1a79814b3e8506e669397f26e88c25b6.jpg,train,metal889,c7d1560a92c17c6cd7ce08069582a8525b295c826e7621b3360a5ce59f711c3b,416,416,3
val,metal890_jpg.rf.907b6abbbf40b1131289f7cee50e34df.jpg,train,metal890,ecc058d4a21ce7b13f461e084044e4cc1ece8bb50fb4be941f9d96e45dd33096,416,416,5
train,metal891_jpg.rf.105a14c38ee46ba8c477a9fec4b4a817.jpg,train,metal891,ea64336c2bb7794982a86a579bd56dc3cb5b997c9d08daae4583c3287e297163,416,416,17
train,metal892_jpeg.rf.17ce8a49d51bf86aa2882f67e332c11e.jpg,train,metal892,06aef815ca12df17c3d3bc4b66aab491b86f56172f194241021b9e7d9aa9cc28,416,416,6
train,metal893_jpg.rf.aaee15286d277f56a53baec00a2d6ee6.jpg,train,metal893,abc467b7f0f567dc9d2bdc74387dac07785424179ddf32fde14063558fa8cdd5,416,416,11
test,metal894_jpg.rf.240e41ba3ca62428102c3405cb5956c7.jpg,train,metal894,85baa71b40e1f4d6a9fd75c909c794827d6007cb7717dd3fa5e177f3a0ae32bd,416,416,1
test,metal896_jpg.rf.ca683921d8419bc024041665bf7e0750.jpg,train,metal896,4ac57dedec68fcd8ec3b7a1cfc1881045ac52375217f1cac45d192e8ff2484bc,416,416,1
train,metal897_jpg.rf.79f55fd7bcec09af08c23ee9fc07faaf.jpg,train,metal897,2e19c262acb0306675a560486ed1c355abee6ad77f891994818ff1f3e17ee277,416,416,2
train,metal898_jpg.rf.47854ee274e6a6fbef7efaef21452a46.jpg,train,metal898,35abdf9eb32e184b766614737b883659fadb9fd5f1d59776003fae359e3f30ea,416,416,10
test,metal899_jpg.rf.81130b29be64f56a096f97067b0245c1.jpg,train,metal899,a1bee5b846edcab31cd4830767bfbfddc1c0cfc4f3efc778afe53f16cb130a6e,416,416,5
train,metal89_jpg.rf.2e052371cb87e8b03fee73a8eabe1126.jpg,train,metal89,4dcce2c4fc259d8c326dda8e9c4a48738681aecb9f2b99c8df2047f203dd0d73,416,416,2
train,metal900_jpg.rf.9557eb5611cefe98e1655b29c8ffde4a.jpg,train,metal900,56a6374f517b2cd568f1b31feb9408522abb3ffc148faa82962c97a896187fdd,416,416,5
test,metal901_jpg.rf.a1723c2230df19335228e8c93e4c1db2.jpg,train,metal901,9b4e02509858e7314d91011689be66b71b0a6f1d5217cb1d498b14965b9287a6,416,416,15
train,metal903_jpeg.rf.fec53af2e9fb99e2ab7d77587a26c34e.jpg,train,metal903,21f1d4173adf62792a8ca010dc818ce3bf1fda1cb0e32aac3e7d2202279809ba,416,416,2
train,metal904_jpg.rf.690986048d49e3936e5bf478e3f0352e.jpg,train,metal904,1b2e66bd2d8af7eafa35562b1614212b32af9f988df9cc5603308ab11c2ec07f,416,416,2
train,metal905_jpg.rf.4d38107f4ed5b45eb983a2b333d0bb1a.jpg,train,metal905,f0348f97e92dcca5ca020e9994dc90ef3e7a08be8dcfb17b770d3cdc88761f1a,416,416,5
train,metal906_jpg.rf.5320ef2d91637fc47198f0fa14fa4621.jpg,train,metal906,8fe21226729477e763eb5fe3544323ec5153684c0d141f50beb93ec48ebfe977,416,416,1
train,metal907_jpg.rf.891876bde410b30b2ca47e9d719eb42f.jpg,train,metal907,1649d4a83ebe6bc6e4a35a12b1b6581336443883356f32f0585f8c8ee29b9c18,416,416,33
val,metal911_jpg.rf.6e3c2143538d678c74506d964fd4c2af.jpg,train,metal911,7726776b7536db6d796fcb0fbb287b397e8a80d4162448bd479247b078aa1f54,416,416,5
train,metal913_jpg.rf.d532954a5e6d684ece2e21a7c87f5689.jpg,train,metal913,5e3b5b8d93b572a326b8a97cdf4f16e65a52e280dc74a1ba476644ed5f9fe51b,416,416,3
val,metal914_jpeg.rf.5a30026e74225ef376355e80b9f3cdd7.jpg,train,metal914,d4ca5b47abca2dd04072b4b9ea1a7aa6e9925aadc868cff82415df356f408731,416,416,14
train,metal915_jpg.rf.afa9ea2c8ebed9c7ddc6828c5cb2c70a.jpg,train,metal915,feeff0f01f00fa03b5c13227b044648719a47143a55dc3bbafc1ad881b7336ea,416,416,4
train,metal917_jpg.rf.f724dd5a58373d80dd0e8ca157db2ae5.jpg,train,metal917,9b86558938d798cb2bdbb28e2d77fb573025a567b8228cace78f37543563e2eb,416,416,3
train,metal918_jpg.rf.aa8302ffa671dba1921ab9698c882be0.jpg,train,metal918,31bbffdd5ecfa6a3a641718c1a2f841d807f4d547922dceb2b2c11ccf7ef6c54,416,416,1
train,metal919_jpg.rf.0abb3454aeae0ad2f92f4d61758d37bc.jpg,train,metal919,2b868270d365fc714aa8683bc3c866562273780d9077edbd2a62e6f7dd2c26f8,416,416,8
val,metal91_jpg.rf.deb319370fbd8018c3d1013bbbac3eff.jpg,train,metal91,19b10a6d31acaa7c6da285d324f5588f727b1a77fbff808e895c9befa7b381d8,416,416,1
train,metal920_jpg.rf.df6251bc8ed9322ff342090f0003bca0.jpg,train,metal920,28e10046a58c224f178196154638c956a128695bf8d3a7d217864047a456a420,416,416,1
val,metal921_jpg.rf.e56e96d664ff011836511004a02e680f.jpg,train,metal921,cab6863f60d910e4e4814532e421ccdb4c67246511d2158c979a762537a62c18,416,416,6
train,metal922_jpg.rf.e2f5787752bc0466c9db6e9e632deb5c.jpg,train,metal922,f83b53080b9006086e6b80ad939dd608b76a559621c437a11aa0e2fe02c47fc4,416,416,1
train,metal923_jpg.rf.d60a10087b967f9a0b9e821615149540.jpg,train,metal923,e0a80a129b12abb0d8d3ffbddc465e093e7baea1d6f277a90d043f6c0fda57ad,416,416,5
train,metal924_jpg.rf.c445e3a2a49a925b03575cf5ab6b900c.jpg,train,metal924,bba704225b4670a7ff37ac2647e5201a17aaa39141f7b1be65d9c23f74f88f7e,416,416,26
train,metal925_jpeg.rf.07627530ef16976b7513ef46f36a8a3a.jpg,train,metal925,5d59a68856a909b434c507f16a6248d0f016b08d78cc2d519b174867dd983f67,416,416,1
val,metal926_jpeg.rf.a504f6911acc320e37a19b10e9f35bda.jpg,train,metal926,259807a5b2c822df075e1b4c634018125fb2ff2d75c9c22c324b482c97c708c2,416,416,12
train,metal928_jpg.rf.ebb191ae7780b5999b185958b468cb7f.jpg,train,metal928,4c9ea8f37324f5a766cd1d046254a6ac4189c4b9c72b85d8d0fcdbce248305b3,416,416,7
train,metal929_jpg.rf.826da8cd2cf52e4f141c238419d25f7c.jpg,train,metal929,1c8a8d297ff68589dfe6eb8c3c47692271d63083308f6d8b328af6a808a6658b,416,416,1
train,metal92_jpg.rf.ac3b61c9575cc9415c59512e5bf460a8.jpg,train,metal92,34cf144e14f8932e45bc15efeee3b2bb4ead135bcbb021217ce700d1c981aed3,416,416,16
train,metal930_jpg.rf.0d9970fc8fc44ac4c92b132d8d733835.jpg,train,metal930,06d0f4a2aa307892b961ce9514e8c1c6e29cc413a7621f0c84872eb08843228f,416,416,19
train,metal932_jpg.rf.9eb99e9fbc494cc3733358959c63d351.jpg,train,metal932,29a6edc6d3859218e012a856b9795cdbb684755cf919e5e91b42563cd21f2022,416,416,7
train,metal933_jpg.rf.12c0a6d87df4e420e44a9e17ea0d0bda.jpg,train,metal933,578e59404eefd356d7434fdd0bd9a793244b0d9fa731d69ba8aa2d79ca49aea2,416,416,1
train,metal934_jpg.rf.6331d40d712c2ae6dc81386979bb67b4.jpg,train,metal934,6319a2fae60d7f0dd79609ee85bfea9c091d0b4ad125dd3cf545cf5bc828b227,416,416,30
train,metal939_jpg.rf.bf4220961a2daf276c2a3a171c2f32d7.jpg,train,metal939,65e524b816f7d91ba806f0079696eeadfb742089038f988d36b005e8c2665ed8,416,416,1
train,metal940_jpg.rf.a800d29faeb4601c45fbb99c58856fb5.jpg,train,metal940,2f8fc91a13418f0f1b3ff17361573f45e74850418ba862968747b9054796b60a,416,416,4
train,metal942_jpg.rf.54e7aa2a2c808b38b3fb8c536477b8e5.jpg,train,metal942,7c949b697a618e7991349db947a717a7251ccde7e795d4f59bc98328125ca76e,416,416,2
train,metal943_jpg.rf.c84de8849ff4c1128fb427f82f5a71f5.jpg,train,metal943,812b2c8269f2b09726c92aa7941ef37906d339a0d42fda22e612e7611fa498c1,416,416,1
train,metal945_jpg.rf.506f3013098655a89d4a868f563d6c11.jpg,train,metal945,0e9dcc9ed1acc0bb0c89fc60d3ca4cf8f111544256b020deb0aa2b0ed0f75920,416,416,2
train,metal947_jpg.rf.5d65c6bd61de89f7ee1284b143c3fae7.jpg,train,metal947,2733140b6ae0b8f194b6efd65bfb167e9eb24806e956d84c1272a65a2dea038e,416,416,1
train,metal949_jpg.rf.251ca362ae97ef8aa87b28a5e29d2422.jpg,train,metal949,6cbb9fd3c4a5c2daf5ef31a96246c58a195ddfd0407a936b020f583ed02814bb,416,416,1
train,metal950_jpg.rf.ad5d7c6a20a943f824cb36003ecf7b6e.jpg,train,metal950,bb1516f47a66fe40aa64f6f5e8d644f52a7d76e267ff455d613f1cd222f7f9f5,416,416,10
train,metal951_jpg.rf.7a71191c3c8c5cdcb5bf0f95503d9044.jpg,train,metal951,a318ad1801cf1cfeb2a248675aeeebd8eacf9679123db6cad16288d453559682,416,416,2
train,metal954_jpg.rf.33ab1866db147a8a69626e1211c51456.jpg,train,metal954,f00bbcf0685b39b72eb7249071a4cc6d2fbc3dde7146f3ae328d22bbf87c0b21,416,416,1
val,metal955_jpg.rf.e3aa77dcaf81939893ee5d8768d9be8b.jpg,train,metal955,27715800b19482ccebd4a678eafb6e1af8dc9e4160a74350ed8ac4c747f08009,416,416,1
train,metal957_jpg.rf.87277642bd1bc0d313edc187afda432b.jpg,train,metal957,a57e490596bc89571ae63b2250d0468d8fc4bfb7828b10f3ca00cf77dd02bc3f,416,416,16
train,metal959_jpeg.rf.4bd99b18c02e72c263238f4074a223f7.jpg,train,metal959,b98cab3eab4d6117fd7751ea4742b39fc8de88e85a4a0a9313f9dda5a0c1ac21,416,416,1
train,metal961_jpg.rf.db42b8dfb0e6c010e8de9debaf72488c.jpg,train,metal961,e579f46f8fd63bac292eecdce28b2a9deda52ed430b4d001ecf5845fe3e74326,416,416,3
train,metal962_jpg.rf.6f9a08abc940c30e83aae9a5a806dbd7.jpg,train,metal962,670387670a7bf8604710e913af829cc15a7edb5b480c48f72b1e3bbfe0b4636e,416,416,5
train,metal963_jpg.rf.bd0155987cb9c8560f1a77fdee580e55.jpg,train,metal963,82cf6f7e060ea0bcf39617debc7d04c057912bceb6b4d7bb124a46e62d162035,416,416,1
train,metal964_jpg.rf.f7556570a1c6c6c0e1ff384f10d9d25e.jpg,train,metal964,395330fe964b9f5227bd655f350ea1b51f2d881f0ff474e396248e6b9e5b068d,416,416,1
train,metal965_jpg.rf.c4193f09daba77950dcb076ece27e5d9.jpg,train,metal965,4f1cb00e1511eb6fe55a7e557a970cd1b001db27a6168987388b663bff03733a,416,416,4
val,metal966_jpg.rf.efcfe4f1944ae3f19d4a713ebd69a4bb.jpg,train,metal966,4fd2e6835e209bc05f693b902eda4f11f9b140800c5f1a43e3c5bc0afad26e78,416,416,2
train,metal968_jpg.rf.2af31fbceb99d2dd6c9b02f434a6c10a.jpg,train,metal968,d7fd856cc1a3469a3c9db961b1c30a228342a20a5e55d8464e7473235e0e70aa,416,416,4
train,metal96_jpg.rf.2c64bbeb6a868240bcf02348b6619b95.jpg,train,metal96,74219d339e0fd0b5ef7998773bdda8b15be1ffae0a08012e2ffcc2b25dfb325b,416,416,3
train,metal970_jpeg.rf.3f4b650518c2f7d9d6e506c0ad6fa9ff.jpg,train,metal970,7ef4c285ebee40f307f51d76e83661a9d507af76046e6bf57626cd4c2b2b6237,416,416,1
test,metal971_jpg.rf.3b8c093f6c38d5bd8b504ae64307668c.jpg,train,metal971,307045752a6eb35544dd3e4815f352d852246487343320e1e52ddd71a256cdae,416,416,3
train,metal972_jpg.rf.bb2200d1a4b975f63c57dd8aa300f1ba.jpg,train,metal972,c52271f433996d639a5252899015bf2e92bb13be18a50055dd2ddd2341f8cd2d,416,416,14
train,metal974_jpg.rf.ea9137e87b89df329dd33cc67b72783c.jpg,train,metal974,35107a9ab76faf33b06d4e9aabef088598157b91f48afffebf2496b451706600,416,416,1
train,metal975_jpg.rf.cadbce1267d0c64b14e9a363d792f3ed.jpg,train,metal975,f2b8f982d1a0a24b15242e76a1261623c5a553688036603d263496eb1f262567,416,416,4
