crop_filename,source_image_id,source_image_path,source_split,target_class_id,target_class,original_bbox_norm,original_bbox_px,crop_window_px,crop_size_px,source_size_px,resulting_bbox_norm,original_rel_area,new_rel_area,area_gain,original_bucket,new_bucket,boxes_in_crop
crop_batch_13_000031_000_bag_wrapper.jpg,batch_13_000031,data/raw/batch_13/000031.jpg,train,0,bag_wrapper,"0.450000,0.333413,0.300641,0.152404","935.0,1070.0,938.0,634.0","466,449,2342,2325",1876x1876,3120x4160,"0.500000,0.499999,0.500000,0.337953",0.04581889,0.1689767,3.7,small,medium,2
crop_batch_13_000039_001_bottle_cap.jpg,batch_13_000039,data/raw/batch_13/000039.jpg,train,2,bottle_cap,"0.369872,0.443630,0.064103,0.022356","1054.0,1799.0,200.0,93.0","954,1645,1354,2046",400x401,3120x4160,"0.500002,0.500002,0.500003,0.231923",0.00143309,0.11596209,80.9,tiny,medium,1
crop_batch_13_000043_001_bottle_cap.jpg,batch_13_000043,data/raw/batch_13/000043.jpg,train,2,bottle_cap,"0.460897,0.205409,0.139103,0.094471","1221.0,658.0,434.0,393.0","1004,421,1872,1289",868x868,3120x4160,"0.499998,0.499426,0.500002,0.452764",0.0131412,0.22638283,17.2,small,large,1
crop_batch_13_000045_001_can.jpg,batch_13_000045,data/raw/batch_13/000045.jpg,train,3,can,"0.524679,0.764303,0.209615,0.205048","1310.0,2753.0,654.0,853.0","784,2327,2490,4033",1706x1706,3120x4160,"0.499999,0.499707,0.383352,0.500000",0.04298114,0.19167601,4.5,small,medium,1
crop_batch_13_000045_000_can.jpg,batch_13_000045,data/raw/batch_13/000045.jpg,train,3,can,"0.321474,0.339183,0.165385,0.225000","745.0,943.0,516.0,936.0","67,475,1939,2347",1872x1872,3120x4160,"0.499999,0.500001,0.275642,0.500000",0.03721163,0.13782083,3.7,small,medium,1
crop_batch_13_000053_000_carton.jpg,batch_13_000053,data/raw/batch_13/000053.jpg,train,4,carton,"0.564063,0.397917,0.032452,0.058013","2279.0,1151.0,135.0,181.0","2166,1061,2528,1423",362x362,4160x3120,"0.498625,0.498622,0.372929,0.500002",0.00188264,0.18646511,99.0,tiny,medium,1
crop_batch_13_000054_001_can.jpg,batch_13_000054,data/raw/batch_13/000054.jpg,train,3,can,"0.241346,0.560897,0.061538,0.052564","876.0,1668.0,256.0,164.0","748,1494,1260,2006",512x512,4160x3120,"0.499999,0.499997,0.499996,0.320312",0.00323468,0.16015474,49.5,tiny,medium,3
crop_batch_13_000054_004_can.jpg,batch_13_000054,data/raw/batch_13/000054.jpg,train,3,can,"0.318029,0.633173,0.062981,0.088782","1192.0,1837.0,262.0,277.0","1046,1698,1600,2252",554x554,4160x3120,"0.500001,0.500902,0.472926,0.500000",0.00559158,0.23646282,42.3,tiny,large,5
crop_batch_13_000056_002_cigarette.jpg,batch_13_000056,data/raw/batch_13/000056.jpg,train,5,cigarette,"0.249199,0.025841,0.034295,0.022837","724.0,60.0,107.0,95.0","671,0,885,214",214x214,3120x4160,"0.497668,0.502330,0.500002,0.443934",0.00078319,0.22196793,283.4,tiny,large,1
crop_batch_13_000056_000_cup.jpg,batch_13_000056,data/raw/batch_13/000056.jpg,train,6,cup,"0.574038,0.325601,0.172436,0.226683","1522.0,883.0,538.0,943.0","848,411,2734,2298",1886x1887,3120x4160,"0.499999,0.500000,0.285260,0.499736",0.03908831,0.1425546,3.6,small,medium,3
crop_batch_13_000056_001_straw.jpg,batch_13_000056,data/raw/batch_13/000056.jpg,train,7,straw,"0.571154,0.315625,0.041667,0.245673","1717.0,802.0,130.0,1022.0","760,291,2804,2335",2044x2044,3120x4160,"0.500000,0.500000,0.063601,0.500000",0.01023646,0.03180064,3.1,small,small,3
crop_batch_13_000056_003_carton.jpg,batch_13_000056,data/raw/batch_13/000056.jpg,train,4,carton,"0.114744,0.113101,0.161538,0.224760","106.0,3.0,504.0,935.0","0,0,1870,1870",1870x1870,3120x4160,"0.191445,0.251604,0.269518,0.500001",0.03630728,0.1347592,3.7,small,medium,5
crop_batch_13_000059_006_straw.jpg,batch_13_000059,data/prepared_run_002/images/train/batch_13_000059.jpg,train,7,straw,"0.568618,0.306052,0.274802,0.070437","1304.0,1092.0,831.0,284.0","888,403,2551,2065",1663x1662,3024x4032,"0.500001,0.500001,0.499700,0.170880",0.01935623,0.08538858,4.4,small,medium,3
crop_batch_13_000073_000_bottle_cap.jpg,batch_13_000073,data/raw/batch_13/000073.jpg,train,2,bottle_cap,"0.492548,0.443910,0.177885,0.240385","1679.0,1010.0,740.0,750.0","1299,635,2799,2135",1500x1500,4160x3120,"0.500000,0.499999,0.493334,0.500001",0.04276089,0.24666759,5.8,small,large,1
crop_batch_13_000083_002_cigarette.jpg,batch_13_000083,data/raw/batch_13/000083.jpg,train,5,cigarette,"0.895072,0.252885,0.045913,0.073718","3628.0,674.0,191.0,230.0","3493,559,3953,1019",460x460,4160x3120,"0.501086,0.500003,0.415213,0.500000",0.00338461,0.20760675,61.3,tiny,large,1
crop_batch_13_000084_005_bottle_cap.jpg,batch_13_000084,data/raw/batch_13/000084.jpg,train,2,bottle_cap,"0.650841,0.421474,0.102163,0.139103","2495.0,1098.0,425.0,434.0","2273,881,3141,1749",868x868,4160x3120,"0.500574,0.499999,0.489629,0.500002",0.01421118,0.24481533,17.2,small,large,3
crop_batch_13_000084_003_bottle_cap.jpg,batch_13_000084,data/raw/batch_13/000084.jpg,train,2,bottle_cap,"0.502524,0.402564,0.104567,0.131410","1873.0,1051.0,435.0,410.0","1656,821,2525,1691",869x870,4160x3120,"0.500000,0.500000,0.500574,0.471263",0.01374115,0.23590218,17.2,small,large,2
crop_batch_13_000087_000_cigarette.jpg,batch_13_000087,data/raw/batch_13/000087.jpg,train,5,cigarette,"0.698237,0.343510,0.067628,0.163942","2073.0,1088.0,211.0,682.0","1497,747,2860,2111",1363x1364,3120x4160,"0.500000,0.500001,0.154805,0.499999",0.01108707,0.07740241,7.0,small,medium,1
crop_batch_13_000087_001_cigarette.jpg,batch_13_000087,data/raw/batch_13/000087.jpg,train,5,cigarette,"0.469391,0.771875,0.188141,0.114904","1171.0,2972.0,587.0,478.0","878,2624,2051,3798",1173x1174,3120x4160,"0.500000,0.500000,0.500426,0.407156",0.02161815,0.20375131,9.4,small,large,1
crop_batch_13_000089_001_cigarette.jpg,batch_13_000089,data/raw/batch_13/000089.jpg,train,5,cigarette,"0.564103,0.722716,0.137179,0.077163","1546.0,2846.0,428.0,321.0","1332,2579,2188,3434",856x855,3120x4160,"0.500002,0.499998,0.499998,0.375436",0.01058514,0.18771751,17.7,small,medium,1
crop_batch_13_000089_000_cigarette.jpg,batch_13_000089,data/raw/batch_13/000089.jpg,train,5,cigarette,"0.397436,0.240144,0.118590,0.076923","1055.0,839.0,370.0,320.0","870,629,1610,1369",740x740,3120x4160,"0.500000,0.499999,0.500001,0.432432",0.0091223,0.21621647,23.7,tiny,large,1
crop_batch_13_000092_001_bottle_cap.jpg,batch_13_000092,data/raw/batch_13/000092.jpg,train,2,bottle_cap,"0.499199,0.120553,0.145833,0.063221","1330.0,370.0,455.0,263.0","1103,47,2012,956",909x909,3120x4160,"0.500001,0.500001,0.500549,0.289328",0.00921971,0.14482293,15.7,tiny,medium,1
crop_batch_13_000095_002_bottle_cap.jpg,batch_13_000095,data/raw/batch_13/000095.jpg,train,2,bottle_cap,"0.689904,0.125721,0.125962,0.052885","1956.0,413.0,393.0,220.0","1759,130,2546,916",787x786,3120x4160,"0.500001,0.499999,0.499367,0.279900",0.0066615,0.13977281,21.0,tiny,medium,1
crop_batch_14_000003_001_cigarette.jpg,batch_14_000003,data/raw/batch_14/000003.jpg,train,5,cigarette,"0.712260,0.462019,0.151923,0.210577","2647.0,1113.0,632.0,657.0","2306,784,3620,2098",1314x1314,4160x3120,"0.500001,0.500380,0.480974,0.500000",0.03199149,0.24048703,7.5,small,large,1
crop_batch_14_000006_001_bottle_cap.jpg,batch_14_000006,data/raw/batch_14/000006.jpg,train,2,bottle_cap,"0.239904,0.886538,0.241987,0.145192","371.0,3386.0,755.0,604.0","0,2650,1510,4160",1510x1510,3120x4160,"0.495696,0.687416,0.500000,0.399999",0.03513458,0.19999943,5.7,small,medium,1
crop_batch_14_000007_001_bottle_cap.jpg,batch_14_000007,data/raw/batch_14/000007.jpg,train,2,bottle_cap,"0.842548,0.522917,0.071635,0.181731","3356.0,1348.0,298.0,567.0","2938,1065,4072,2199",1134x1134,4160x3120,"0.500000,0.499560,0.262788,0.500001",0.0130183,0.13139417,10.1,small,medium,1
crop_batch_14_000013_001_bottle_cap.jpg,batch_14_000013,data/raw/batch_14/000013.jpg,train,2,bottle_cap,"0.158534,0.568590,0.093510,0.174359","465.0,1502.0,389.0,544.0","116,1230,1204,2318",1088x1088,4160x3120,"0.499542,0.500001,0.357538,0.500000",0.01630431,0.17876914,11.0,small,medium,1
crop_batch_14_000021_000_can.jpg,batch_14_000021,data/prepared_run_002/images/train/batch_14_000021.jpg,train,3,can,"0.446429,0.508681,0.115741,0.060020","1175.0,1930.0,350.0,242.0","1000,1701,1700,2401",700x700,3024x4032,"0.500002,0.500003,0.500001,0.345715",0.00694677,0.17285799,24.9,tiny,medium,1
crop_batch_14_000021_001_bottle.jpg,batch_14_000021,data/prepared_run_002/images/train/batch_14_000021.jpg,train,1,bottle,"0.567130,0.767609,0.186508,0.061508","1433.0,2971.0,564.0,248.0","1151,2531,2279,3659",1128x1128,3024x4032,"0.500001,0.500000,0.500000,0.219858",0.01147173,0.10992923,9.6,small,medium,1
crop_batch_14_000021_002_carton.jpg,batch_14_000021,data/prepared_run_002/images/train/batch_14_000021.jpg,train,4,carton,"0.574735,0.408482,0.097222,0.113095","1591.0,1419.0,294.0,456.0","1282,1191,2194,2103",912x912,3024x4032,"0.499999,0.499999,0.322368,0.499999",0.01099532,0.1611835,14.7,small,medium,2
crop_batch_14_000023_001_bottle_cap.jpg,batch_14_000023,data/raw/batch_14/000023.jpg,train,2,bottle_cap,"0.717788,0.776803,0.065705,0.045913","2137.0,3136.0,205.0,191.0","2034,3027,2444,3437",410x410,3120x4160,"0.501216,0.498782,0.499999,0.465849",0.00301671,0.23292403,77.2,tiny,large,1
crop_batch_14_000026_000_bag_wrapper.jpg,batch_14_000026,data/prepared_run_002/images/train/batch_14_000026.jpg,train,0,bag_wrapper,"0.583168,0.537326,0.186177,0.071181","1482.0,2023.0,563.0,287.0","1201,1603,2326,2729",1125x1126,3024x4032,"0.500000,0.500443,0.500444,0.254886",0.01325227,0.12755618,9.6,small,medium,1
crop_batch_14_000027_000_bag_wrapper.jpg,batch_14_000027,data/prepared_run_002/images/train/batch_14_000027.jpg,train,0,bag_wrapper,"0.332507,0.604663,0.250331,0.168155","627.0,2099.0,757.0,678.0","249,1681,1763,3195",1514x1514,3024x4032,"0.499671,0.500001,0.500001,0.447821",0.04209441,0.22391077,5.3,small,large,1
crop_batch_14_000032_000_cigarette.jpg,batch_14_000032,data/raw/batch_14/000032.jpg,train,5,cigarette,"0.644097,0.456680,0.020337,0.070767","2556.0,1274.0,82.0,214.0","2383,1167,2811,1595",428x428,4032x3024,"0.499998,0.500001,0.191586,0.499999",0.00143919,0.09579271,66.6,tiny,medium,1
crop_batch_14_000032_001_bag_wrapper.jpg,batch_14_000032,data/raw/batch_14/000032.jpg,train,0,bag_wrapper,"0.549479,0.825231,0.091518,0.169643","2031.0,2239.0,369.0,513.0","1702,1982,2728,3008",1026x1026,4032x3024,"0.500487,0.500486,0.359650,0.500000",0.01552539,0.17982499,11.6,small,medium,1
crop_batch_14_000033_000_cup.jpg,batch_14_000033,data/prepared_run_002/images/train/batch_14_000033.jpg,train,6,cup,"0.511905,0.661706,0.071429,0.049603","1440.0,2568.0,216.0,200.0","1332,2452,1764,2884",432x432,3024x4032,"0.500002,0.499997,0.500003,0.462961",0.00354309,0.23148206,65.3,tiny,large,1
crop_batch_14_000034_000_bag_wrapper.jpg,batch_14_000034,data/prepared_run_002/images/train/batch_14_000034.jpg,train,0,bag_wrapper,"0.493221,0.502728,0.119378,0.130952","1311.0,1763.0,361.0,528.0","964,1499,2019,2555",1055x1056,3024x4032,"0.500000,0.499999,0.342179,0.499999",0.01563279,0.17108911,10.9,small,medium,1
crop_batch_14_000036_000_can.jpg,batch_14_000036,data/prepared_run_002/images/train/batch_14_000036.jpg,train,3,can,"0.409722,0.457713,0.280423,0.167411","815.0,1508.0,848.0,675.0","391,997,2087,2693",1696x1696,3024x4032,"0.500000,0.500294,0.499999,0.397996",0.04694589,0.19899778,4.2,small,medium,1
crop_batch_14_000037_001_bottle_cap.jpg,batch_14_000037,data/prepared_run_002/images/train/batch_14_000037.jpg,train,2,bottle_cap,"0.369874,0.667039,0.086310,0.052827","988.0,2583.0,261.0,213.0","857,2428,1380,2951",523x523,3024x4032,"0.499998,0.500002,0.499047,0.407263",0.0045595,0.20324319,44.6,tiny,large,1
crop_batch_14_000041_000_straw.jpg,batch_14_000041,data/prepared_run_002/images/train/batch_14_000041.jpg,train,7,straw,"0.386243,0.565848,0.137566,0.305804","960.0,1665.0,416.0,1233.0","0,1048,2466,3515",2466x2467,3024x4032,"0.473641,0.500000,0.168694,0.499798",0.04206823,0.08431296,2.0,small,medium,1
crop_batch_14_000042_001_bottle_cap.jpg,batch_14_000042,data/prepared_run_002/images/train/batch_14_000042.jpg,train,2,bottle_cap,"0.502480,0.671627,0.065146,0.050595","1421.0,2606.0,197.0,204.0","1316,2504,1723,2912",407x408,3024x4032,"0.499999,0.500000,0.484033,0.499998",0.00329606,0.24201545,73.4,tiny,large,1
crop_batch_14_000042_000_bottle.jpg,batch_14_000042,data/prepared_run_002/images/train/batch_14_000042.jpg,train,1,bottle,"0.381614,0.549479,0.237434,0.210565","795.0,1791.0,718.0,849.0","305,1367,2003,3064",1698x1697,3024x4032,"0.500000,0.500000,0.422851,0.500294",0.04999529,0.21154944,4.2,small,large,2
crop_batch_14_000043_000_bottle_cap.jpg,batch_14_000043,data/raw/batch_14/000043.jpg,train,2,bottle_cap,"0.611607,0.610284,0.074901,0.098876","2315.0,1696.0,302.0,299.0","2164,1543,2768,2147",604x604,4032x3024,"0.499999,0.500826,0.500001,0.495035",0.00740591,0.24751809,33.4,tiny,large,1
crop_batch_14_000044_000_bottle_cap.jpg,batch_14_000044,data/prepared_run_002/images/train/batch_14_000044.jpg,train,2,bottle_cap,"0.436508,0.544147,0.137566,0.105159","1112.0,1982.0,416.0,424.0","896,1770,1744,2618",848x848,3024x4032,"0.500000,0.500001,0.490566,0.500001",0.0144663,0.2452834,17.0,small,large,1
crop_batch_14_000045_001_cigarette.jpg,batch_14_000045,data/prepared_run_002/images/train/batch_14_000045.jpg,train,5,cigarette,"0.264716,0.698909,0.091601,0.081845","662.0,2653.0,277.0,330.0","471,2488,1131,3148",660x660,3024x4032,"0.499244,0.500002,0.419699,0.499999",0.00749708,0.20984895,28.0,tiny,large,1
crop_batch_14_000045_000_cigarette.jpg,batch_14_000045,data/prepared_run_002/images/train/batch_14_000045.jpg,train,5,cigarette,"0.427083,0.612723,0.080357,0.081597","1170.0,2306.0,243.0,329.0","962,2142,1620,2799",658x657,3024x4032,"0.500758,0.499999,0.369300,0.500760",0.00655689,0.18493067,28.2,tiny,medium,1
crop_batch_14_000047_002_cigarette.jpg,batch_14_000047,data/prepared_run_002/images/train/batch_14_000047.jpg,train,5,cigarette,"0.560018,0.429246,0.028770,0.016369","1650.0,1697.7,87.0,66.0","1597,1635,1789,1827",192x192,3024x4032,"0.502575,0.498541,0.453127,0.343749",0.00047094,0.15576212,330.7,tiny,medium,1
crop_batch_14_000047_001_can.jpg,batch_14_000047,data/prepared_run_002/images/train/batch_14_000047.jpg,train,3,can,"0.489401,0.581035,0.163811,0.135417","1232.3,2069.7,495.4,546.0","934,1797,2026,2889",1092x1092,3024x4032,"0.499953,0.499756,0.453630,0.500001",0.02218279,0.22681579,10.2,small,large,2
crop_batch_14_000047_000_can.jpg,batch_14_000047,data/prepared_run_002/images/train/batch_14_000047.jpg,train,3,can,"0.610038,0.575577,0.164021,0.199901","1596.8,1917.7,496.0,806.0","1039,1515,2651,3127",1612x1612,3024x4032,"0.499848,0.499830,0.307692,0.500001",0.03278796,0.15384616,4.7,small,medium,3
crop_batch_14_000051_000_bottle_cap.jpg,batch_14_000051,data/raw/batch_14/000051.jpg,train,2,bottle_cap,"0.635541,0.585317,0.114335,0.107804","2332.0,1607.0,461.0,326.0","2102,1309,3024,2231",922x922,4032x3024,"0.499459,0.499998,0.499999,0.353578",0.01232577,0.17678872,14.3,small,medium,1
crop_batch_14_000059_000_carton.jpg,batch_14_000059,data/prepared_run_002/images/train/batch_14_000059.jpg,train,4,carton,"0.458995,0.469618,0.145503,0.135665","1168.0,1620.0,440.0,547.0","841,1346,1935,2441",1094x1095,3024x4032,"0.500001,0.500000,0.402195,0.499545",0.01973966,0.2009142,10.2,small,large,1
crop_batch_14_000062_001_carton.jpg,batch_14_000062,data/prepared_run_002/images/train/batch_14_000062.jpg,train,4,carton,"0.402447,0.435020,0.251984,0.090278","836.0,1572.0,762.0,364.0","455,992,1979,2516",1524x1524,3024x4032,"0.500000,0.500000,0.500000,0.238846",0.02274861,0.11942281,5.2,small,medium,2
crop_batch_14_000067_001_bag_wrapper.jpg,batch_14_000067,data/prepared_run_002/images/train/batch_14_000067.jpg,train,0,bag_wrapper,"0.447421,0.249628,0.065476,0.074157","1254.0,857.0,198.0,299.0","1054,707,1652,1306",598x599,3024x4032,"0.500002,0.500000,0.331103,0.499167",0.0048555,0.16527554,34.0,tiny,medium,2
crop_batch_14_000067_000_bag_wrapper.jpg,batch_14_000067,data/prepared_run_002/images/train/batch_14_000067.jpg,train,0,bag_wrapper,"0.473710,0.583209,0.186177,0.222966","1151.0,1902.0,563.0,899.0","534,1452,2331,3250",1797x1798,3024x4032,"0.499999,0.500277,0.313300,0.499999",0.04151114,0.15664957,3.8,small,medium,1
crop_batch_14_000068_000_bag_wrapper.jpg,batch_14_000068,data/prepared_run_002/images/train/batch_14_000068.jpg,train,0,bag_wrapper,"0.453125,0.572656,0.256250,0.137500","982.8,2031.7,774.9,554.4","595,1534,2145,3084",1550x1550,3024x4032,"0.500161,0.499967,0.499935,0.357677",0.03523437,0.17881563,5.1,small,medium,1
crop_batch_14_000077_001_bottle_cap.jpg,batch_14_000077,data/prepared_run_002/images/train/batch_14_000077.jpg,train,2,bottle_cap,"0.365245,0.737227,0.075066,0.071429","991.0,2828.5,227.0,288.0","816,2684,1393,3261",577x577,3024x4032,"0.500002,0.499999,0.393413,0.499136",0.00536189,0.19636701,36.6,tiny,medium,1
crop_batch_14_000079_001_can.jpg,batch_14_000079,data/prepared_run_002/images/train/batch_14_000079.jpg,train,3,can,"0.691468,0.699901,0.160714,0.144345","1848.0,2531.0,486.0,582.0","1509,2240,2673,3404",1164x1164,3024x4032,"0.499999,0.500001,0.417525,0.499999",0.02319826,0.20876217,9.0,small,large,2
crop_batch_14_000079_002_can.jpg,batch_14_000079,data/prepared_run_002/images/train/batch_14_000079.jpg,train,3,can,"0.449239,0.447173,0.188161,0.175595","1074.0,1449.0,569.0,708.0","650,1095,2066,2511",1416x1416,3024x4032,"0.500352,0.500001,0.401835,0.499999",0.03304013,0.20091741,6.1,small,large,2
crop_batch_14_000081_003_can.jpg,batch_14_000081,data/prepared_run_002/images/train/batch_14_000081.jpg,train,3,can,"0.169974,0.553199,0.132937,0.117808","313.0,1993.0,402.0,475.0","39,1755,989,2706",950x951,3024x4032,"0.500001,0.499998,0.423159,0.499476",0.01566104,0.21135808,13.5,small,large,1
crop_batch_14_000081_002_bottle.jpg,batch_14_000081,data/prepared_run_002/images/train/batch_14_000081.jpg,train,1,bottle,"0.917659,0.755580,0.164021,0.120784","2527.0,2803.0,496.0,487.0","2032,2550,3024,3542",992x992,3024x4032,"0.748993,0.500503,0.499999,0.490929",0.01981111,0.24546401,12.4,small,large,2
crop_batch_14_000083_000_bag_wrapper.jpg,batch_14_000083,data/prepared_run_002/images/train/batch_14_000083.jpg,train,0,bag_wrapper,"0.742560,0.613963,0.072421,0.093006","2136.0,2288.0,219.0,375.0","1871,2100,2621,2850",750x750,3024x4032,"0.499335,0.500665,0.292001,0.500000",0.00673559,0.14600081,21.7,tiny,medium,1
crop_batch_14_000084_000_bag_wrapper.jpg,batch_14_000084,data/prepared_run_002/images/train/batch_14_000084.jpg,train,0,bag_wrapper,"0.521329,0.565476,0.166997,0.081845","1324.0,2115.0,505.0,330.0","1071,1775,2081,2785",1010x1010,3024x4032,"0.500494,0.499999,0.499999,0.326732",0.01366787,0.16336551,12.0,small,medium,1
crop_batch_14_000085_000_bag_wrapper.jpg,batch_14_000085,data/prepared_run_002/images/train/batch_14_000085.jpg,train,0,bag_wrapper,"0.458499,0.759425,0.065807,0.055060","1287.0,2951.0,199.0,222.0","1164,2840,1609,3284",445x444,3024x4032,"0.500002,0.500004,0.447192,0.500004",0.00362333,0.22359785,61.7,tiny,large,1
crop_batch_14_000087_000_bag_wrapper.jpg,batch_14_000087,data/prepared_run_002/images/train/batch_14_000087.jpg,train,0,bag_wrapper,"0.501488,0.539559,0.168320,0.143601","1262.0,1886.0,509.0,579.0","938,1597,2095,2755",1157x1158,3024x4032,"0.500000,0.499570,0.439931,0.499999",0.02417092,0.219965,9.1,small,large,1
crop_batch_14_000087_001_straw.jpg,batch_14_000087,data/prepared_run_002/images/train/batch_14_000087.jpg,train,7,straw,"0.106481,0.631448,0.210979,0.100694","3.0,2343.0,638.0,406.0","0,1908,1276,3184",1276x1276,3024x4032,"0.252350,0.499999,0.500000,0.318180",0.02124432,0.15909033,7.5,small,medium,1
crop_batch_14_000089_000_bag_wrapper.jpg,batch_14_000089,data/prepared_run_002/images/train/batch_14_000089.jpg,train,0,bag_wrapper,"0.533565,0.763393,0.149802,0.160218","1387.0,2755.0,453.0,646.0","968,2432,2259,3724",1291x1292,3024x4032,"0.500000,0.500000,0.350892,0.499999",0.02400098,0.1754456,7.3,small,medium,1
crop_batch_14_000090_000_bag_wrapper.jpg,batch_14_000090,data/prepared_run_002/images/train/batch_14_000090.jpg,train,0,bag_wrapper,"0.377811,0.520213,0.045966,0.080605","1073.0,1935.0,139.0,325.0","818,1772,1467,2422",649x650,3024x4032,"0.500001,0.500767,0.214177,0.499999",0.00370509,0.10708853,28.9,tiny,medium,1
crop_batch_14_000092_000_carton.jpg,batch_14_000092,data/prepared_run_002/images/train/batch_14_000092.jpg,train,4,carton,"0.462798,0.525670,0.209987,0.104911","1082.0,1908.0,635.0,423.0","765,1485,2035,2755",1270x1270,3024x4032,"0.499607,0.499607,0.500001,0.333072",0.02202995,0.16653607,7.6,small,medium,1
crop_batch_14_000094_001_bottle_cap.jpg,batch_14_000094,data/prepared_run_002/images/train/batch_14_000094.jpg,train,2,bottle_cap,"0.553241,0.587178,0.028439,0.019097","1630.0,2329.0,86.0,77.0","1577,2272,1769,2464",192x192,3024x4032,"0.500004,0.497405,0.447914,0.401037",0.0005431,0.17963019,330.7,tiny,medium,1
crop_batch_14_000094_002_can.jpg,batch_14_000094,data/prepared_run_002/images/train/batch_14_000094.jpg,train,3,can,"0.424438,0.650298,0.055225,0.051587","1200.0,2518.0,167.0,208.0","1076,2414,1491,2830",415x416,3024x4032,"0.500001,0.500004,0.402411,0.499997",0.00284889,0.20120412,70.6,tiny,large,1
crop_batch_14_000094_000_bottle.jpg,batch_14_000094,data/prepared_run_002/images/train/batch_14_000094.jpg,train,1,bottle,"0.599537,0.543155,0.120370,0.108135","1631.0,1972.0,364.0,436.0","1377,1754,2249,2626",872x872,3024x4032,"0.500000,0.500001,0.417430,0.500000",0.01301621,0.20871511,16.0,small,large,2
crop_batch_14_000096_000_bottle.jpg,batch_14_000096,data/prepared_run_002/images/train/batch_14_000096.jpg,train,1,bottle,"0.458664,0.833457,0.299603,0.145585","934.0,3067.0,906.0,587.0","481,2220,2293,4032",1812x1812,3024x4032,"0.500000,0.629414,0.500000,0.323951",0.0436177,0.16197527,3.7,small,medium,1
crop_batch_14_000098_000_cup.jpg,batch_14_000098,data/prepared_run_002/images/train/batch_14_000098.jpg,train,6,cup,"0.503472,0.525794,0.075728,0.042659","1408.0,2034.0,229.0,172.0","1293,1891,1752,2349",459x458,3024x4032,"0.499999,0.500003,0.498914,0.375548",0.00323048,0.18736622,58.0,tiny,medium,1
crop_batch_15_000003_000_bottle.jpg,batch_15_000003,data/prepared_run_002/images/train/batch_15_000003.jpg,train,1,bottle,"0.449901,0.614831,0.100860,0.128472","1208.0,2220.0,305.0,518.0","843,1961,1878,2997",1035x1036,3024x4032,"0.500001,0.499999,0.294687,0.499999",0.01295769,0.14734305,11.4,small,medium,1
crop_batch_15_000004_000_bottle.jpg,batch_15_000004,data/prepared_run_002/images/train/batch_15_000004.jpg,train,1,bottle,"0.565476,0.517113,0.181878,0.079861","1435.0,1924.0,550.0,322.0","1160,1535,2260,2635",1100x1100,3024x4032,"0.499999,0.500000,0.499999,0.292727",0.01452496,0.14636319,10.1,small,medium,1
crop_batch_15_000005_000_bag_wrapper.jpg,batch_15_000005,data/prepared_run_002/images/train/batch_15_000005.jpg,train,0,bag_wrapper,"0.441468,0.653274,0.257275,0.134673","946.0,2362.5,778.0,543.0","557,1856,2113,3412",1556x1556,3024x4032,"0.500000,0.500000,0.500000,0.348973",0.034648,0.17448627,5.0,small,medium,1
crop_batch_15_000006_000_cup.jpg,batch_15_000006,data/prepared_run_002/images/train/batch_15_000006.jpg,train,6,cup,"0.434524,0.418031,0.080688,0.061756","1192.0,1561.0,244.0,249.0","1065,1437,1563,1935",498x498,3024x4032,"0.500001,0.498998,0.489961,0.500000",0.00498297,0.24498062,49.2,tiny,large,1
crop_batch_15_000007_000_carton.jpg,batch_15_000007,data/prepared_run_002/images/train/batch_15_000007.jpg,train,4,carton,"0.736442,0.411458,0.105159,0.074901","2068.0,1508.0,318.0,302.0","1909,1341,2545,1977",636x636,3024x4032,"0.500001,0.499998,0.500001,0.474844",0.00787651,0.23742265,30.1,tiny,large,1
crop_batch_15_000007_001_bag_wrapper.jpg,batch_15_000007,data/prepared_run_002/images/train/batch_15_000007.jpg,train,0,bag_wrapper,"0.795635,0.846974,0.113095,0.092262","2235.0,3229.0,342.0,372.0","2034,3043,2778,3787",744x744,3024x4032,"0.500000,0.499999,0.459676,0.500001",0.01043437,0.22983846,22.0,small,large,1
crop_batch_15_000009_000_carton.jpg,batch_15_000009,data/prepared_run_002/images/train/batch_15_000009.jpg,train,4,carton,"0.421627,0.624132,0.110450,0.097966","1108.0,2319.0,334.0,395.0","880,2122,1670,2911",790x789,3024x4032,"0.500000,0.500000,0.422786,0.500632",0.01082034,0.21166025,19.6,small,large,1
crop_batch_15_000011_000_bag_wrapper.jpg,batch_15_000011,data/prepared_run_002/images/train/batch_15_000011.jpg,train,0,bag_wrapper,"0.519841,0.578621,0.083995,0.127480","1445.0,2076.0,254.0,514.0","1058,1819,2086,2847",1028x1028,3024x4032,"0.499999,0.500000,0.247083,0.499999",0.01070768,0.12354113,11.5,small,medium,1
crop_batch_15_000011_001_cigarette.jpg,batch_15_000011,data/prepared_run_002/images/train/batch_15_000011.jpg,train,5,cigarette,"0.891534,0.177083,0.027778,0.008433","2654.0,697.0,84.0,34.0","2600,618,2792,810",192x192,3024x4032,"0.499994,0.499993,0.437504,0.177093",0.00023425,0.07747881,330.8,tiny,medium,1
crop_batch_15_000012_000_bag_wrapper.jpg,batch_15_000012,data/prepared_run_002/images/train/batch_15_000012.jpg,train,0,bag_wrapper,"0.336144,0.482143,0.048611,0.044147","943.0,1855.0,147.0,178.0","838,1766,1195,2122",357x356,3024x4032,"0.499998,0.500002,0.411764,0.500002",0.00214603,0.2058827,95.9,tiny,large,1
