split,image_id,source_relative_path,prepared_name,annotation_id,class_id,class,coco_bbox_xywh,yolo_xc_yc_w_h,image_width,image_height,relative_area,size_bucket,clipped
train,214,batch_11/000013.jpg,batch_11_000013.jpg,723,4,carton,"345.00,1.00,1474.00,3245.00","0.593202,0.405875,0.808114,0.811250",1824,4000,0.65558251,large,False
train,215,batch_11/000014.jpg,batch_11_000014.jpg,724,4,carton,"265.33,1755.62,1374.00,1121.81","0.522113,0.579131,0.753290,0.280452",1824,4000,0.21126187,large,False
train,216,batch_11/000015.jpg,batch_11_000015.jpg,728,5,cigarette,"1157.00,1465.00,21.00,46.00","0.640077,0.372000,0.011513,0.011500",1824,4000,0.0001324,tiny,False
train,216,batch_11/000015.jpg,batch_11_000015.jpg,729,5,cigarette,"1653.00,2087.00,95.00,21.00","0.932292,0.524375,0.052083,0.005250",1824,4000,0.00027344,tiny,False
train,216,batch_11/000015.jpg,batch_11_000015.jpg,730,5,cigarette,"352.00,1242.00,51.00,27.00","0.206963,0.313875,0.027961,0.006750",1824,4000,0.00018873,tiny,False
val,217,batch_11/000016.jpg,batch_11_000016.jpg,731,4,carton,"578.00,221.00,1131.00,787.00","0.285875,0.336897,0.282750,0.431469",4000,1824,0.12199794,medium,False
train,219,batch_11/000018.jpg,batch_11_000018.jpg,734,0,bag_wrapper,"680.00,979.00,556.00,785.00","0.239500,0.751919,0.139000,0.430373",4000,1824,0.05982182,medium,False
train,220,batch_11/000019.jpg,batch_11_000019.jpg,741,1,bottle,"2689.00,1780.58,462.00,280.05","0.486667,0.480151,0.077000,0.070012",6000,4000,0.00539094,tiny,False
train,220,batch_11/000019.jpg,batch_11_000019.jpg,742,2,bottle_cap,"2687.00,1925.15,65.00,100.09","0.453250,0.493800,0.010833,0.025022",6000,4000,0.00027108,tiny,False
train,222,batch_11/000021.jpg,batch_11_000021.jpg,746,1,bottle,"1859.00,1248.84,2577.00,1217.70","0.524583,0.464424,0.429500,0.304425",6000,4000,0.13075045,medium,False
train,224,batch_11/000023.jpg,batch_11_000023.jpg,748,2,bottle_cap,"2258.57,1709.62,512.00,337.00","0.419095,0.469530,0.085333,0.084250",6000,4000,0.00718933,tiny,False
train,225,batch_11/000024.jpg,batch_11_000024.jpg,749,2,bottle_cap,"3103.00,1832.72,347.00,248.78","0.546083,0.489278,0.057833,0.062194",6000,4000,0.0035969,tiny,False
train,227,batch_11/000026.jpg,batch_11_000026.jpg,751,1,bottle,"2459.00,1427.97,997.00,1056.59","0.492917,0.489065,0.166167,0.264147",6000,4000,0.04389243,small,False
train,227,batch_11/000026.jpg,batch_11_000026.jpg,752,2,bottle_cap,"3171.00,2211.85,286.00,273.71","0.552333,0.587177,0.047667,0.068427",6000,4000,0.00326167,tiny,False
train,227,batch_11/000026.jpg,batch_11_000026.jpg,753,7,straw,"2656.00,1340.22,969.00,478.49","0.523417,0.394866,0.161500,0.119623",6000,4000,0.0193192,small,False
test,229,batch_11/000028.jpg,batch_11_000028.jpg,758,0,bag_wrapper,"205.00,3081.00,787.00,878.00","0.257752,0.852713,0.338932,0.212694",2322,4128,0.07208872,medium,False
test,229,batch_11/000028.jpg,batch_11_000028.jpg,759,0,bag_wrapper,"489.00,2918.00,475.00,322.00","0.312877,0.745882,0.204565,0.078004",2322,4128,0.01595687,small,False
test,229,batch_11/000028.jpg,batch_11_000028.jpg,760,0,bag_wrapper,"270.00,2923.00,1192.00,1177.00","0.372954,0.850654,0.513351,0.285126",2322,4128,0.14636958,medium,False
test,229,batch_11/000028.jpg,batch_11_000028.jpg,761,0,bag_wrapper,"1615.00,2162.00,529.00,414.00","0.809432,0.573886,0.227821,0.100291",2322,4128,0.02284831,small,False
test,229,batch_11/000028.jpg,batch_11_000028.jpg,762,0,bag_wrapper,"1945.00,2164.00,132.00,270.00","0.866064,0.556928,0.056848,0.065407",2322,4128,0.00371823,tiny,False
test,229,batch_11/000028.jpg,batch_11_000028.jpg,763,0,bag_wrapper,"1998.00,2427.00,320.00,401.00","0.929371,0.636507,0.137812,0.097141",2322,4128,0.01338728,small,False
test,229,batch_11/000028.jpg,batch_11_000028.jpg,764,0,bag_wrapper,"1254.00,2996.00,314.00,385.00","0.607666,0.772408,0.135228,0.093266",2322,4128,0.01261213,small,False
test,229,batch_11/000028.jpg,batch_11_000028.jpg,765,1,bottle,"1642.00,2530.00,538.00,641.00","0.822997,0.690528,0.231697,0.155281",2322,4128,0.03597811,small,False
train,231,batch_11/000030.jpg,batch_11_000030.jpg,768,0,bag_wrapper,"1080.00,2426.00,588.00,240.00","0.591731,0.616764,0.253230,0.058140",2322,4128,0.01472267,small,False
train,232,batch_11/000031.jpg,batch_11_000031.jpg,769,4,carton,"843.00,2084.00,690.00,543.00","0.511628,0.570615,0.297158,0.131541",2322,4128,0.03908832,small,False
train,233,batch_11/000032.jpg,batch_11_000032.jpg,770,0,bag_wrapper,"1058.00,1104.00,477.00,705.00","0.558355,0.352834,0.205426,0.170785",2322,4128,0.03508372,small,False
train,235,batch_11/000034.jpg,batch_11_000034.jpg,772,1,bottle,"58.00,371.00,2304.00,2511.00","0.494281,0.498315,0.941176,0.769301",2448,3264,0.72404844,large,False
test,237,batch_11/000036.jpg,batch_11_000036.jpg,774,1,bottle,"61.00,503.00,2214.00,2390.00","0.477124,0.520221,0.904412,0.732230",2448,3264,0.66223778,large,False
train,239,batch_11/000038.jpg,batch_11_000038.jpg,776,6,cup,"1616.26,2326.00,439.70,259.00","0.530209,0.531724,0.126972,0.056085",3463,4618,0.0071212,tiny,False
val,240,batch_11/000039.jpg,batch_11_000039.jpg,777,4,carton,"3050.81,322.00,410.17,203.00","0.940195,0.091706,0.118443,0.043958",3463,4618,0.00520657,tiny,False
val,240,batch_11/000039.jpg,batch_11_000039.jpg,778,4,carton,"1862.62,2358.00,638.94,531.00","0.630116,0.568103,0.184505,0.114985",3463,4618,0.02121531,small,False
val,241,batch_11/000040.jpg,batch_11_000040.jpg,780,4,carton,"2435.05,3366.00,833.45,386.00","0.823498,0.770680,0.240672,0.083586",3463,4618,0.02011678,small,False
val,241,batch_11/000040.jpg,batch_11_000040.jpg,781,0,bag_wrapper,"636.59,1805.00,569.31,405.00","0.266024,0.434712,0.164397,0.087700",3463,4618,0.01441764,small,False
val,241,batch_11/000040.jpg,batch_11_000040.jpg,782,4,carton,"23.67,1478.00,457.77,137.00","0.072931,0.334885,0.132190,0.029667",3463,4618,0.00392162,tiny,False
train,242,batch_11/000041.jpg,batch_11_000041.jpg,784,3,can,"1374.95,2107.00,330.64,409.00","0.444779,0.500541,0.095478,0.088566",3463,4618,0.00845617,tiny,False
train,243,batch_11/000042.jpg,batch_11_000042.jpg,785,6,cup,"1695.75,2584.80,398.14,491.00","0.547162,0.612884,0.114970,0.106323",3463,4618,0.01222401,small,False
train,244,batch_11/000043.jpg,batch_11_000043.jpg,786,0,bag_wrapper,"1490.00,2290.00,357.00,361.00","0.534776,0.593870,0.114423,0.086779",3120,4160,0.0099295,tiny,False
train,245,batch_11/000044.jpg,batch_11_000044.jpg,787,0,bag_wrapper,"738.00,1566.00,1379.00,615.00","0.457532,0.450361,0.441987,0.147837",3120,4160,0.06534185,medium,False
train,245,batch_11/000044.jpg,batch_11_000044.jpg,788,0,bag_wrapper,"906.00,2117.00,328.00,264.00","0.342949,0.540625,0.105128,0.063462",3120,4160,0.0066716,tiny,False
train,245,batch_11/000044.jpg,batch_11_000044.jpg,789,0,bag_wrapper,"1321.00,1854.00,397.00,259.00","0.487019,0.476803,0.127244,0.062260",3120,4160,0.00792214,tiny,False
train,246,batch_11/000045.jpg,batch_11_000045.jpg,790,0,bag_wrapper,"1302.00,1804.00,363.00,412.00","0.475481,0.483173,0.116346,0.099038",3120,4160,0.01152274,small,False
train,247,batch_11/000046.jpg,batch_11_000046.jpg,791,6,cup,"283.00,3130.00,495.00,490.00","0.153501,0.732422,0.143229,0.106337",3456,4608,0.01523053,small,False
train,247,batch_11/000046.jpg,batch_11_000046.jpg,792,0,bag_wrapper,"1736.00,1128.00,237.00,346.00","0.536603,0.282335,0.068576,0.075087",3456,4608,0.00514918,tiny,False
train,248,batch_11/000047.jpg,batch_11_000047.jpg,793,0,bag_wrapper,"1132.95,1990.80,510.30,743.40","0.459028,0.585938,0.168750,0.184375",3024,4032,0.03111328,small,False
test,249,batch_11/000048.jpg,batch_11_000048.jpg,794,3,can,"715.00,1961.00,1096.00,665.00","0.417659,0.568824,0.362434,0.164931",3024,4032,0.05977642,medium,False
train,251,batch_11/000050.jpg,batch_11_000050.jpg,797,0,bag_wrapper,"267.00,391.00,862.00,1141.00","0.230820,0.238467,0.285053,0.282986",3024,4032,0.08066601,medium,False
train,252,batch_11/000051.jpg,batch_11_000051.jpg,798,0,bag_wrapper,"1246.00,936.00,640.00,709.00","0.388393,0.426753,0.158730,0.234458",4032,3024,0.0372155,small,False
test,253,batch_11/000052.jpg,batch_11_000052.jpg,800,6,cup,"1204.00,1795.00,867.00,763.00","0.541501,0.539807,0.286706,0.189236",3024,4032,0.05425519,medium,False
val,254,batch_11/000053.jpg,batch_11_000053.jpg,801,4,carton,"891.00,698.00,1445.00,1315.00","0.400174,0.448247,0.358383,0.434854",4032,3024,0.15584443,medium,False
val,254,batch_11/000053.jpg,batch_11_000053.jpg,802,0,bag_wrapper,"891.00,1040.00,828.00,974.00","0.323661,0.504960,0.205357,0.322090",4032,3024,0.06614347,medium,False
train,255,batch_11/000054.jpg,batch_11_000054.jpg,803,4,carton,"1638.00,267.00,684.00,355.00","0.654762,0.110243,0.226190,0.088046",3024,4032,0.01991508,small,False
train,258,batch_11/000057.jpg,batch_11_000057.jpg,807,2,bottle_cap,"1180.55,2049.06,767.55,786.73","0.517301,0.605760,0.253818,0.195121",3024,4032,0.04952517,small,False
train,260,batch_11/000059.jpg,batch_11_000059.jpg,811,0,bag_wrapper,"2096.00,1643.00,147.00,246.00","0.717427,0.437996,0.048611,0.061012",3024,4032,0.00296586,tiny,False
test,261,batch_11/000060.jpg,batch_11_000060.jpg,812,0,bag_wrapper,"972.00,2321.00,1217.00,1277.00","0.522652,0.734003,0.402447,0.316716",3024,4032,0.12746154,medium,False
val,262,batch_11/000061.jpg,batch_11_000061.jpg,814,0,bag_wrapper,"907.00,1632.00,1126.00,1149.00","0.486111,0.547247,0.372354,0.284970",3024,4032,0.10610995,medium,False
train,264,batch_11/000063.jpg,batch_11_000063.jpg,817,0,bag_wrapper,"1344.00,2835.00,767.00,515.00","0.571263,0.766989,0.253638,0.127728",3024,4032,0.03239666,small,False
train,264,batch_11/000063.jpg,batch_11_000063.jpg,818,0,bag_wrapper,"913.00,2992.00,184.00,184.00","0.332341,0.764881,0.060847,0.045635",3024,4032,0.00277673,tiny,False
train,264,batch_11/000063.jpg,batch_11_000063.jpg,819,0,bag_wrapper,"1549.00,1352.00,118.00,192.00","0.531746,0.359127,0.039021,0.047619",3024,4032,0.00185815,tiny,False
train,264,batch_11/000063.jpg,batch_11_000063.jpg,820,0,bag_wrapper,"933.00,1099.00,123.00,89.00","0.328869,0.283606,0.040675,0.022073",3024,4032,0.00089783,tiny,False
test,265,batch_11/000064.jpg,batch_11_000064.jpg,822,0,bag_wrapper,"797.00,729.00,1247.00,2215.00","0.469742,0.455481,0.412368,0.549355",3024,4032,0.22653634,large,False
test,266,batch_11/000065.jpg,batch_11_000065.jpg,823,0,bag_wrapper,"1307.00,2183.00,288.00,439.00","0.479828,0.595858,0.095238,0.108879",3024,4032,0.01036943,small,False
train,267,batch_11/000066.jpg,batch_11_000066.jpg,824,0,bag_wrapper,"1008.00,1806.00,985.00,584.00","0.496197,0.520337,0.325728,0.144841",3024,4032,0.04717879,small,False
train,268,batch_11/000067.jpg,batch_11_000067.jpg,825,4,carton,"1162.00,1990.00,504.00,807.00","0.467593,0.593626,0.166667,0.200149",3024,4032,0.03335813,small,False
train,268,batch_11/000067.jpg,batch_11_000067.jpg,826,7,straw,"1392.00,1909.00,86.00,108.00","0.474537,0.486855,0.028439,0.026786",3024,4032,0.00076176,tiny,False
val,270,batch_11/000069.jpg,batch_11_000069.jpg,828,0,bag_wrapper,"532.00,1120.00,934.00,455.00","0.330357,0.334201,0.308862,0.112847",3024,4032,0.03485427,small,False
train,271,batch_11/000070.jpg,batch_11_000070.jpg,830,1,bottle,"967.00,1882.00,1149.00,353.00","0.509755,0.510541,0.379960,0.087550",3024,4032,0.03326538,small,False
train,271,batch_11/000070.jpg,batch_11_000070.jpg,831,2,bottle_cap,"2068.00,1985.00,50.00,100.00","0.692130,0.504712,0.016534,0.024802",3024,4032,0.00041008,tiny,False
train,272,batch_11/000071.jpg,batch_11_000071.jpg,832,0,bag_wrapper,"1627.00,1073.00,693.00,1018.00","0.652612,0.392361,0.229167,0.252480",3024,4032,0.05786004,medium,False
train,272,batch_11/000071.jpg,batch_11_000071.jpg,833,0,bag_wrapper,"1302.00,1558.00,62.00,80.00","0.440807,0.396329,0.020503,0.019841",3024,4032,0.0004068,tiny,False
train,272,batch_11/000071.jpg,batch_11_000071.jpg,835,0,bag_wrapper,"1645.00,2811.00,437.00,561.00","0.616237,0.766741,0.144511,0.139137",3024,4032,0.02010676,small,False
train,272,batch_11/000071.jpg,batch_11_000071.jpg,836,0,bag_wrapper,"315.00,1583.00,667.00,345.00","0.214451,0.435392,0.220569,0.085565",3024,4032,0.01887307,small,False
train,272,batch_11/000071.jpg,batch_11_000071.jpg,837,0,bag_wrapper,"216.00,1789.00,120.00,89.00","0.091270,0.454737,0.039683,0.022073",3024,4032,0.00087593,tiny,False
train,272,batch_11/000071.jpg,batch_11_000071.jpg,838,0,bag_wrapper,"596.00,1836.00,86.00,86.00","0.211310,0.466022,0.028439,0.021329",3024,4032,0.00060659,tiny,False
train,273,batch_11/000072.jpg,batch_11_000072.jpg,839,0,bag_wrapper,"850.50,1446.00,1095.50,1351.20","0.462384,0.526190,0.362269,0.335119",3024,4032,0.12140308,medium,False
train,274,batch_11/000073.jpg,batch_11_000073.jpg,840,0,bag_wrapper,"1068.00,1140.00,1343.00,1223.00","0.575231,0.434400,0.444114,0.303323",3024,4032,0.1347101,medium,False
test,275,batch_11/000074.jpg,batch_11_000074.jpg,843,0,bag_wrapper,"1645.00,1127.00,1643.00,1243.00","0.611731,0.578208,0.407490,0.411045",4032,3024,0.16749675,medium,False
test,275,batch_11/000074.jpg,batch_11_000074.jpg,844,0,bag_wrapper,"3162.00,1038.00,336.00,332.00","0.825893,0.398148,0.083333,0.109788",4032,3024,0.00914903,tiny,False
test,275,batch_11/000074.jpg,batch_11_000074.jpg,846,0,bag_wrapper,"2201.00,803.00,319.00,261.00","0.585441,0.308697,0.079117,0.086310",4032,3024,0.00682856,tiny,False
test,275,batch_11/000074.jpg,batch_11_000074.jpg,847,0,bag_wrapper,"3007.00,51.00,122.00,158.00","0.760913,0.042989,0.030258,0.052249",4032,3024,0.00158094,tiny,False
test,275,batch_11/000074.jpg,batch_11_000074.jpg,848,0,bag_wrapper,"3268.00,208.00,73.00,84.00","0.819568,0.082672,0.018105,0.027778",4032,3024,0.00050292,tiny,False
test,275,batch_11/000074.jpg,batch_11_000074.jpg,849,0,bag_wrapper,"1565.00,1561.00,201.00,179.00","0.413070,0.545800,0.049851,0.059193",4032,3024,0.00295085,tiny,False
train,276,batch_11/000075.jpg,batch_11_000075.jpg,852,1,bottle,"1401.00,1686.00,582.00,503.00","0.559524,0.480531,0.192460,0.124752",3024,4032,0.02400981,small,False
train,276,batch_11/000075.jpg,batch_11_000075.jpg,853,2,bottle_cap,"1403.00,2087.00,89.00,102.00","0.478671,0.530258,0.029431,0.025298",3024,4032,0.00074454,tiny,False
train,276,batch_11/000075.jpg,batch_11_000075.jpg,854,0,bag_wrapper,"2003.00,3400.00,341.00,538.00","0.718750,0.909970,0.112765,0.133433",3024,4032,0.01504646,small,False
val,277,batch_11/000076.jpg,batch_11_000076.jpg,857,0,bag_wrapper,"1927.00,1461.00,334.00,258.00","0.692460,0.394345,0.110450,0.063988",3024,4032,0.00706747,tiny,False
train,280,batch_11/000079.jpg,batch_11_000079.jpg,861,0,bag_wrapper,"211.00,1857.00,683.00,355.00","0.137029,0.672784,0.169395,0.117394",4032,3024,0.01988597,small,False
train,281,batch_11/000080.jpg,batch_11_000080.jpg,870,0,bag_wrapper,"475.00,1604.00,518.00,417.00","0.242725,0.449529,0.171296,0.103423",3024,4032,0.01771591,small,False
train,281,batch_11/000080.jpg,batch_11_000080.jpg,871,0,bag_wrapper,"964.00,1719.00,1364.00,1229.00","0.544312,0.578745,0.451058,0.304812",3024,4032,0.13748773,medium,False
train,283,batch_11/000082.jpg,batch_11_000082.jpg,873,0,bag_wrapper,"1503.00,1974.00,561.00,540.00","0.589782,0.556548,0.185516,0.133929",3024,4032,0.02484588,small,False
train,283,batch_11/000082.jpg,batch_11_000082.jpg,874,0,bag_wrapper,"899.00,1189.00,1103.00,792.00","0.479663,0.393105,0.364749,0.196429",3024,4032,0.07164706,medium,False
train,283,batch_11/000082.jpg,batch_11_000082.jpg,875,0,bag_wrapper,"1402.00,0.00,1167.00,246.00","0.656581,0.030506,0.385913,0.061012",3024,4032,0.02354527,small,False
train,284,batch_11/000083.jpg,batch_11_000083.jpg,876,0,bag_wrapper,"388.90,854.00,2335.90,2001.00","0.514834,0.459945,0.772455,0.496280",3024,4032,0.38335394,large,False
train,285,batch_11/000084.jpg,batch_11_000084.jpg,877,0,bag_wrapper,"565.00,1955.00,1901.00,1033.00","0.501157,0.612971,0.628638,0.256200",3024,4032,0.16105719,medium,False
val,286,batch_11/000085.jpg,batch_11_000085.jpg,878,2,bottle_cap,"973.00,2258.00,518.00,511.00","0.407407,0.623388,0.171296,0.126736",3024,4032,0.02170943,small,False
train,287,batch_11/000086.jpg,batch_11_000086.jpg,879,0,bag_wrapper,"1033.00,2507.00,753.00,724.00","0.466104,0.711558,0.249008,0.179563",3024,4032,0.04471273,small,False
test,288,batch_11/000087.jpg,batch_11_000087.jpg,880,0,bag_wrapper,"562.00,1752.00,1491.00,738.00","0.432374,0.526042,0.493056,0.183036",3024,4032,0.09024678,medium,False
train,289,batch_11/000088.jpg,batch_11_000088.jpg,881,6,cup,"1231.50,1759.00,272.00,247.00","0.438301,0.452524,0.087179,0.059375",3120,4160,0.00517628,tiny,False
train,290,batch_11/000089.jpg,batch_11_000089.jpg,884,4,carton,"757.00,1399.00,916.00,637.00","0.496324,0.526195,0.374183,0.195159",2448,3264,0.0730253,medium,False
train,291,batch_11/000090.jpg,batch_11_000090.jpg,885,1,bottle,"1249.50,923.10,1443.30,657.90","0.603906,0.511458,0.442188,0.268750",3264,2448,0.11883789,medium,False
train,291,batch_11/000090.jpg,batch_11_000090.jpg,886,5,cigarette,"279.00,897.00,128.00,196.00","0.105086,0.406454,0.039216,0.080065",3264,2448,0.00313982,tiny,False
test,292,batch_11/000091.jpg,batch_11_000091.jpg,887,5,cigarette,"1211.00,1602.00,181.00,96.00","0.531658,0.505515,0.073938,0.029412",2448,3264,0.00217464,tiny,False
val,293,batch_11/000092.jpg,batch_11_000092.jpg,888,0,bag_wrapper,"1528.00,954.00,349.00,386.00","0.521599,0.468546,0.106924,0.157680",3264,2448,0.01685975,small,False
val,293,batch_11/000092.jpg,batch_11_000092.jpg,889,0,bag_wrapper,"436.00,1816.00,167.00,125.00","0.159161,0.767361,0.051164,0.051062",3264,2448,0.00261255,tiny,False
train,294,batch_11/000093.jpg,batch_11_000093.jpg,890,2,bottle_cap,"1959.00,1227.00,83.00,85.00","0.612898,0.518587,0.025429,0.034722",3264,2448,0.00088295,tiny,False
test,295,batch_11/000094.jpg,batch_11_000094.jpg,891,1,bottle,"801.00,947.00,1234.00,2689.00","0.474565,0.431382,0.412985,0.506212",2988,5312,0.20905825,large,False
train,296,batch_11/000095.jpg,batch_11_000095.jpg,893,1,bottle,"1660.00,2342.00,368.00,971.00","0.617135,0.532285,0.123159,0.182794",2988,5312,0.02251274,small,False
train,296,batch_11/000095.jpg,batch_11_000095.jpg,894,2,bottle_cap,"1804.00,3246.00,168.00,66.00","0.631861,0.617282,0.056225,0.012425",2988,5312,0.00069858,tiny,False
train,296,batch_11/000095.jpg,batch_11_000095.jpg,896,0,bag_wrapper,"2090.00,2760.00,314.00,97.00","0.752008,0.528709,0.105087,0.018261",2988,5312,0.00191895,tiny,False
train,297,batch_11/000096.jpg,batch_11_000096.jpg,901,4,carton,"1507.86,2824.81,357.00,381.00","0.564377,0.567641,0.119478,0.071724",2988,5312,0.00856948,tiny,False
train,297,batch_11/000096.jpg,batch_11_000096.jpg,902,7,straw,"1445.00,2870.86,109.00,26.00","0.501841,0.542895,0.036479,0.004895",2988,5312,0.00017855,tiny,False
train,297,batch_11/000096.jpg,batch_11_000096.jpg,903,5,cigarette,"926.19,3320.86,106.00,51.00","0.327708,0.629962,0.035475,0.009601",2988,5312,0.00034059,tiny,False
train,297,batch_11/000096.jpg,batch_11_000096.jpg,904,5,cigarette,"1557.10,3477.76,78.00,68.00","0.534168,0.661100,0.026104,0.012801",2988,5312,0.00033417,tiny,False
train,298,batch_11/000097.jpg,batch_11_000097.jpg,905,4,carton,"1433.95,2368.81,277.00,221.00","0.526256,0.466738,0.092704,0.041604",2988,5312,0.00385686,tiny,False
train,298,batch_11/000097.jpg,batch_11_000097.jpg,907,7,straw,"1441.38,2529.43,27.00,84.00","0.486908,0.484079,0.009036,0.015813",2988,5312,0.00014289,tiny,False
train,298,batch_11/000097.jpg,batch_11_000097.jpg,911,5,cigarette,"2868.00,4114.00,76.00,49.00","0.972557,0.779085,0.025435,0.009224",2988,5312,0.00023462,tiny,False
train,298,batch_11/000097.jpg,batch_11_000097.jpg,912,5,cigarette,"2447.00,3061.00,60.00,68.00","0.828983,0.582643,0.020080,0.012801",2988,5312,0.00025705,tiny,False
train,298,batch_11/000097.jpg,batch_11_000097.jpg,913,5,cigarette,"1027.00,3621.00,74.00,36.00","0.356091,0.685053,0.024766,0.006777",2988,5312,0.00016784,tiny,False
train,298,batch_11/000097.jpg,batch_11_000097.jpg,914,5,cigarette,"2514.00,2689.00,68.00,45.00","0.852744,0.510448,0.022758,0.008471",2988,5312,0.00019279,tiny,False
train,298,batch_11/000097.jpg,batch_11_000097.jpg,915,5,cigarette,"2320.00,2503.00,38.00,65.00","0.782798,0.477316,0.012718,0.012236",2988,5312,0.00015562,tiny,False
train,298,batch_11/000097.jpg,batch_11_000097.jpg,916,5,cigarette,"60.00,3837.00,41.00,76.00","0.026941,0.729480,0.013722,0.014307",2988,5312,0.00019632,tiny,False
train,299,batch_11/000098.jpg,batch_11_000098.jpg,917,1,bottle,"1204.00,1899.00,977.00,565.00","0.566432,0.410674,0.326975,0.106363",2988,5312,0.03477798,small,False
train,299,batch_11/000098.jpg,batch_11_000098.jpg,918,5,cigarette,"822.00,1073.00,63.00,94.00","0.285643,0.210843,0.021084,0.017696",2988,5312,0.0003731,tiny,False
train,300,batch_11/000099.jpg,batch_11_000099.jpg,919,1,bottle,"1483.00,2475.00,384.00,434.00","0.560576,0.506777,0.128514,0.081702",2988,5312,0.01049983,small,False
train,300,batch_11/000099.jpg,batch_11_000099.jpg,920,2,bottle_cap,"1484.00,2835.00,74.00,73.00","0.509036,0.540569,0.024766,0.013742",2988,5312,0.00034034,tiny,False
train,301,batch_12/000000.jpg,batch_12_000000.jpg,921,1,bottle,"1321.19,2930.57,280.00,209.00","0.489020,0.571361,0.093708,0.039345",2988,5312,0.00368694,tiny,False
train,301,batch_12/000000.jpg,batch_12_000000.jpg,922,2,bottle_cap,"1550.95,3035.29,50.00,102.00","0.527427,0.581003,0.016734,0.019202",2988,5312,0.00032132,tiny,False
train,301,batch_12/000000.jpg,batch_12_000000.jpg,923,0,bag_wrapper,"2608.67,197.00,80.00,186.00","0.886435,0.054593,0.026774,0.035015",2988,5312,0.00093748,tiny,False
train,301,batch_12/000000.jpg,batch_12_000000.jpg,924,5,cigarette,"2662.00,721.00,57.00,40.00","0.900435,0.139495,0.019076,0.007530",2988,5312,0.00014365,tiny,False
train,302,batch_12/000001.jpg,batch_12_000001.jpg,927,6,cup,"1137.00,2422.00,557.00,736.00","0.473728,0.525226,0.186412,0.138554",2988,5312,0.02582821,small,False
train,303,batch_12/000002.jpg,batch_12_000002.jpg,929,2,bottle_cap,"1000.00,1740.00,718.00,734.00","0.454819,0.396649,0.240295,0.138178",2988,5312,0.03320335,small,False
train,304,batch_12/000003.jpg,batch_12_000003.jpg,930,5,cigarette,"791.00,3003.00,1092.00,570.00","0.447456,0.618976,0.365462,0.107304",2988,5312,0.0392156,small,False
train,305,batch_12/000004.jpg,batch_12_000004.jpg,931,4,carton,"1218.75,572.00,2138.50,1417.00","0.550000,0.547222,0.514062,0.605556",4160,2340,0.3112934,large,False
train,305,batch_12/000004.jpg,batch_12_000004.jpg,932,0,bag_wrapper,"1830.00,575.00,1523.00,1208.00","0.622957,0.503846,0.366106,0.516239",4160,2340,0.18899819,medium,False
val,306,batch_12/000005.jpg,batch_12_000005.jpg,933,0,bag_wrapper,"857.00,565.00,2291.00,1457.00","0.481370,0.552778,0.550721,0.622650",4160,2340,0.34290629,large,False
test,307,batch_12/000006.jpg,batch_12_000006.jpg,934,2,bottle_cap,"692.00,1196.00,425.00,470.00","0.492647,0.438419,0.231481,0.143995",1836,3264,0.0333322,small,False
train,308,batch_12/000007.jpg,batch_12_000007.jpg,935,0,bag_wrapper,"1345.00,1919.00,1477.00,1656.00","0.697289,0.517131,0.494311,0.311747",2988,5312,0.15409983,medium,False
train,308,batch_12/000007.jpg,batch_12_000007.jpg,936,0,bag_wrapper,"492.00,1587.00,1429.00,1488.00","0.403782,0.438818,0.478246,0.280120",2988,5312,0.13396659,medium,False
train,309,batch_12/000008.jpg,batch_12_000008.jpg,937,3,can,"1007.00,1210.00,1383.00,2289.00","0.568440,0.443242,0.462851,0.430911",2988,5312,0.19944783,medium,False
val,310,batch_12/000009.jpg,batch_12_000009.jpg,938,0,bag_wrapper,"1691.00,400.00,1133.00,1628.00","0.755522,0.228539,0.379183,0.306476",2988,5312,0.11621058,medium,False
val,310,batch_12/000009.jpg,batch_12_000009.jpg,940,7,straw,"2083.00,548.00,70.00,177.00","0.708835,0.119823,0.023427,0.033321",2988,5312,0.00078061,tiny,False
train,311,batch_12/000010.jpg,batch_12_000010.jpg,941,0,bag_wrapper,"68.00,810.00,2636.00,2311.00","0.463855,0.370011,0.882195,0.435053",2988,5312,0.38380152,large,False
train,311,batch_12/000010.jpg,batch_12_000010.jpg,942,0,bag_wrapper,"2175.00,715.00,654.00,238.00","0.837349,0.157003,0.218876,0.044804",2988,5312,0.00980655,tiny,False
train,311,batch_12/000010.jpg,batch_12_000010.jpg,943,0,bag_wrapper,"2715.00,2386.00,273.00,381.00","0.954317,0.485034,0.091365,0.071724",2988,5312,0.00655313,tiny,False
train,311,batch_12/000010.jpg,batch_12_000010.jpg,944,0,bag_wrapper,"1734.00,497.00,163.00,230.00","0.607597,0.115211,0.054552,0.043298",2988,5312,0.00236198,tiny,False
train,311,batch_12/000010.jpg,batch_12_000010.jpg,945,0,bag_wrapper,"2799.00,542.00,181.00,316.00","0.967035,0.131777,0.060576,0.059488",2988,5312,0.00360352,tiny,False
train,313,batch_12/000012.jpg,batch_12_000012.jpg,947,1,bottle,"682.00,1178.00,1278.00,2083.00","0.442102,0.417828,0.427711,0.392131",2988,5312,0.16771869,medium,False
train,314,batch_12/000013.jpg,batch_12_000013.jpg,948,1,bottle,"334.00,739.00,1741.00,1576.00","0.226751,0.511044,0.327748,0.527443",5312,2988,0.17286868,medium,False
